product_id,color,size,width,brand_name,model_name,lenskart_price,classification,wishlistCount,purchaseCount,avgRating,totalNoOfRatings,qty
129278,,,,Acuvue Oasys,Acuvue Oasys Toric Bi-Weekly 10Hrs,1845,contact_lens,738,24039,4.55,17,49989
200858,Transparent,Medium,136 mm,Fossil,FOS7124,7000,eyeframe,0,3726,0.0,,36
215764,Pink,Medium,134 mm,Vincent Chase,VC E16690,1700,eyeframe,0,1435,0.0,,921
210277,Tortoise,Narrow,131 mm,Vincent Chase,VC E12896,1700,eyeframe,0,4000,0.0,,103
148438,Silver,Medium,134 mm,John Jacobs,JJ S12797S,5000,sunglasses,1870,7120,0.0,,299
206742,Silver Black,Wide,142 mm,Vincent Chase,VC S15397,2000,sunglasses,0,7030,0.0,,2130
136757,Black,Medium,136 mm,Vincent Chase,VC E12864,1700,eyeframe,14580,29049,4.6,316,1912
147098,Gunmetal,Medium,136 mm,Lenskart Air,LA E13852,1700,eyeframe,1333,19258,4.7,17,1893
152827,Gold,Medium,134 mm,Vincent Chase,VC E14711,1700,eyeframe,0,6730,4.9,22,504
200737,Silver,Narrow,131 mm,Lenskart Air,LA E14864,1700,eyeframe,0,9257,5.0,7,1323
150604,Gunmetal,Wide,140 mm,Vincent Chase,VC E13046,1700,eyeframe,923,20753,4.5,622,617
213201,Gunmetal,Medium,136 mm,Vincent Chase,VC S16525,2000,sunglasses,0,2015,0.0,,77
144913,Transparent,Wide,139 mm,John Jacobs,JJ E13582,5000,eyeframe,2025,14754,4.6,25,685
215413,Grey,Narrow,133 mm,Lenskart Air,LA E16644,1700,eyeframe,0,2506,4.0,1,1055
215393,Green,Medium,137 mm,Vincent Chase,VC E16668,1700,eyeframe,0,1809,0.0,,12
215954,Brown,Wide,141 mm,Vincent Chase Polarized,VC S16743,2000,sunglasses,0,1377,0.0,,756
143007,Red,Narrow,130 mm,Vincent Chase,VC E13396,1700,eyeframe,2342,16694,4.45,70,237
140400,Gunmetal,Narrow,132 mm,Vincent Chase,VC E10425,1700,eyeframe,2026,30432,4.5,219,5637
116967,Brown,Wide,138 mm,John Jacobs,JJ E10231,3500,eyeframe,3336,36612,4.4,81,910
138363,Gunmetal,Medium,136 mm,Vincent Chase,VC E13111,1700,eyeframe,1771,33818,4.6,99,1028
215457,Blue,Wide,142 mm,Vincent Chase Polarized,VC S16662,2000,sunglasses,0,1201,0.0,,234
215963,Grey,Wide,142 mm,Vincent Chase Polarized,VC S16747,2000,sunglasses,0,1630,0.0,,536
208803,,,,Aquacolor,Aquacolor Premium Envy Green Powered Monthly,299,contact_lens,0,7682,0.0,,49981
134948,Rose Gold,Medium,137 mm,John Jacobs,JJ S12472,5000,sunglasses,3089,13492,4.3,24,2139
147922,Gold,Medium,137 mm,John Jacobs,JJ S13146,3500,sunglasses,204,12015,4.5,19,579
138006,Blue,Extra Narrow,129 mm,Vincent Chase,VC E13048,1700,eyeframe,9262,36978,4.6,132,57
211924,Transparent,Wide,139 mm,Vincent Chase,VC E16235,1700,eyeframe,0,2470,0.0,,21
134578,Rose Gold,Medium,134 mm,John Jacobs,JJ E12342,5000,eyeframe,2675,17081,4.5,31,602
146626,Black,Medium,136 mm,Vincent Chase,VC E13789,1700,eyeframe,21489,32519,4.65,180,401
211281,Tortoise,Wide,139 mm,John Jacobs,JJ E16146,3500,eyeframe,0,2974,0.0,,2942
215955,Black,Wide,144 mm,Vincent Chase Polarized,VC S16744,2000,sunglasses,0,1376,0.0,,956
150590,Black,Wide,138 mm,Lenskart Air,LA E14365,1700,eyeframe,208,11693,4.7,19,2913
215980,Tortoise,Wide,141 mm,Vincent Chase Polarized,VC S16753,2000,sunglasses,0,1331,0.0,,792
149206,Brown,Medium,136 mm,John Jacobs,JJ E14145,3500,eyeframe,215,8239,5.0,2,426
204141,Dark Night,Extra Narrow,125 mm,Lenskart Hustlr,HP E15011,1700,eyeframe,0,13886,4.65,13,539
206961,Gold,Extra Wide,150 mm,Vincent Chase Polarized,VC S15449,2000,sunglasses,0,7844,5.0,2,3569
211426,Grey,Wide,139 mm,Lenskart Air,LA E16161,1700,eyeframe,0,2793,0.0,,367
216523,Ocean Blue,Extra Wide,144 mm,Lenskart Hustlr,LA E15417-XW,1700,eyeframe,0,3475,0.0,,1896
211605,Silver,Narrow,133 mm,Lenskart Air,LA E16206,3000,eyeframe,0,2359,0.0,,162
38712,,,,Acuvue Oasys,Acuvue Oasys Bi-Weekly 24Hrs,1799,contact_lens,4824,85218,4.55,145,49979
205547,Brown,Medium,137 mm,Vincent Chase Online,VC E15217,1700,eyeframe,0,3901,3.5,2,886
147948,Gunmetal,Extra Narrow,129 mm,Vincent Chase,VC E10425-XS,1700,eyeframe,794,20550,4.6,21,1403
149969,Blue,5-8 yrs,121 mm,Hooper,HP E10087,1000,eyeframe,74,8165,4.25,4,854
135028,Gunmetal,Wide,139 mm,John Jacobs,JJ E12487,5000,eyeframe,1314,21239,4.15,32,831
134946,Gold,Medium,137 mm,John Jacobs,JJ S12472,5000,sunglasses,2088,12375,4.3,24,2509
201536,Blue Transparent,Medium,134 mm,Lenskart Air,LA E11481,1700,eyeframe,0,7033,4.6,76,3806
215317,Grey,Wide,139 mm,Vincent Chase,VC E16608,1700,eyeframe,0,1778,0.0,,1070
211609,Gold,Extra Narrow,130 mm,Lenskart Air,LA E16208,3000,eyeframe,0,1362,0.0,,782
210273,Pink,Narrow,131 mm,Vincent Chase,VC E11803,1700,eyeframe,0,2044,0.0,,187
200573,Transparent,Wide,141 mm,Lenskart Air,LA E14838,1700,eyeframe,0,16385,4.7,18,572
200373,Silver,Wide,141 mm,Vincent Chase Polarized,VC 5158/P,1500,sunglasses,0,9382,4.4,1137,3568
211934,Grey,Medium,134 mm,Vincent Chase,VC E16230,1700,eyeframe,0,2953,0.0,,176
206462,Gold,Medium,138 mm,Vincent Chase Polarized,VC S15372,2000,sunglasses,0,8878,4.5,2,2810
139165,Black,Medium,136 mm,Vincent Chase Online,VC E12395,1700,eyeframe,0,2056,4.6,211,3086
201391,Gunmetal,Narrow,130 mm,John Jacobs,JJ E11543,5000,eyeframe,0,1732,4.55,60,756
211438,Grey,Wide,140 mm,Lenskart Air,LA E16165,1700,eyeframe,0,2747,0.0,,449
213116,Black,Medium,137 mm,Lenskart Air,LA E16495,3000,eyeframe,0,2251,0.0,,18
209296,Gunmetal,Medium,137 mm,Vincent Chase Polarized,VC S15751,2000,sunglasses,0,5279,0.0,,2869
215259,Brown,Wide,139 mm,John Jacobs,JJ E16623,5000,eyeframe,0,817,0.0,,846
206773,Brown,Medium,140 mm,Vincent Chase Polarized,VC S15407,2000,sunglasses,0,6202,5.0,1,3311
145545,Gunmetal,Medium,135 mm,Vincent Chase,VC E13630,1700,eyeframe,5738,25058,4.75,146,1521
215967,Blue,Wide,143 mm,Vincent Chase Polarized,VC S16748,2000,sunglasses,0,1507,5.0,1,700
152838,Gunmetal,Medium,137 mm,Vincent Chase,VC E14715,1700,eyeframe,0,4433,4.85,16,470
151507,Black,Narrow,135 mm,Vincent Chase,VC S14523,1500,sunglasses,1045,12554,5.0,7,1617
215420,Tortoise,Medium,134 mm,Lenskart Air,LA E16647,1700,eyeframe,0,2123,0.0,,625
201443,Silver,Wide,138 mm,John Jacobs,JJ E13590,3500,eyeframe,0,5390,4.1,7,23
211939,Brown,Narrow,133 mm,Vincent Chase,VC E16232,1700,eyeframe,0,2369,0.0,,258
200745,Gunmetal,Medium,136 mm,Lenskart Air,LA E14866,1700,eyeframe,0,11486,4.85,14,596
213118,Silver,Wide,138 mm,Lenskart Air,LA E16496,3000,eyeframe,0,1906,0.0,,50
144926,Grey,Narrow,132 mm,John Jacobs Online,JJ E13588,3500,eyeframe,1316,11041,4.6,5,478
149863,Black,8-12 yrs,125 mm,Hooper,HP E10004L,1000,eyeframe,178,18623,4.75,8,520
201343,Orange,Wide,138 mm,Lenskart Air,LA E14101,1700,eyeframe,0,6971,4.7,36,121
213202,Gold,Medium,136 mm,Vincent Chase,VC S16525,2000,sunglasses,0,2138,0.0,,27
112990,,,,Alcon Freshlook,Alcon Freshlook Sterling Gray Powered Bi-Weekly,699,contact_lens,12668,50796,4.2,85,4987
38768,,,,Bausch & Lomb,Bausch & Lomb Soflens Daily Disposable for Astigmatism,1899,contact_lens,480,9413,4.3,3,4985
213216,Silver,Medium,136 mm,Vincent Chase,VC S16529,2000,sunglasses,0,1769,0.0,,252
211922,Brown,Narrow,133 mm,Vincent Chase,VC E16234,1700,eyeframe,0,2914,0.0,,259
211195,Tortoise,Extra Wide,142 mm,John Jacobs,JJ E16117,3500,eyeframe,0,3686,0.0,,2323
138581,Silver,Medium,137 mm,John Jacobs,JJ S13145,3500,sunglasses,1776,15577,4.65,23,282
149974,Blue,5-8 yrs,123 mm,Hooper,HP E10089,1000,eyeframe,27,15030,5.0,7,564
152711,Silver,Extra Wide,146 mm,John Jacobs,JJ S14694,5000,sunglasses,0,3879,5.0,2,47
211277,Black,Medium,138 mm,Vincent Chase Polarized,VC S11164-M,2000,sunglasses,0,3578,0.0,,258
211921,Black,Medium,134 mm,Vincent Chase,VC E16233,1700,eyeframe,0,2413,5.0,2,258
207054,Black,Medium,136 mm,John Jacobs,JJ S15461,5000,sunglasses,0,2349,0.0,,572
211602,Silver,Medium,137 mm,Lenskart Air,LA E16204,3000,eyeframe,0,1336,0.0,,1194
213117,Black,Wide,138 mm,Lenskart Air,LA E16496,3000,eyeframe,0,2171,0.0,,101
215922,Dark Night,Narrow,134 mm,Lenskart Hustlr,LA E15417-N,1700,eyeframe,0,1509,0.0,,7883
146819,Black,Extra Narrow,128 mm,Lenskart Air,LA E11491,1700,eyeframe,8896,27066,4.7,38,2
208861,,,,Acuvue Vita,Acuvue Vita Monthly Disposable with BC 8.8 10Hrs,1795,contact_lens,495,30888,5.0,1,0
215321,Blue,Medium,135 mm,Vincent Chase,VC E16610,1700,eyeframe,0,1776,0.0,,1234
213361,Silver,Medium,134 mm,Lenskart Air,LA E16568,1700,eyeframe,0,715,0.0,,2055
215315,Brown,Wide,139 mm,Vincent Chase,VC E16608,1700,eyeframe,0,1701,0.0,,797
215398,Green,Medium,134 mm,Vincent Chase,VC E16671,1700,eyeframe,0,1735,0.0,,100
210150,Grey,Narrow,132 mm,Lenskart Air,LA E11411,3000,eyeframe,0,3815,0.0,,1452
213354,Black,Narrow,133 mm,Lenskart Air,LA E16565,1700,eyeframe,0,760,0.0,,1562
215380,Pink,Medium,136 mm,Vincent Chase,VC E16657,1700,eyeframe,0,1100,0.0,,416
215418,Grey,Medium,134 mm,Lenskart Air,LA E16647,1700,eyeframe,0,2088,0.0,,760
151516,Black,Wide,145 mm,Vincent Chase,VC S14525,1500,sunglasses,1427,7105,4.6,11,12369
209227,Blue,Narrow,130 mm,Vincent Chase,VC E13445,1700,eyeframe,0,3139,0.0,,6602
201324,Green,Narrow,131 mm,Lenskart Air,LA E12059,1700,eyeframe,0,7916,4.45,26,556
211929,Brown,Wide,138 mm,Vincent Chase,VC E16237,1700,eyeframe,0,2452,0.0,,179
216583,Navy,Extra Narrow,125 mm,Lenskart Hustlr,HP E15011,1700,eyeframe,0,2858,0.0,,1835
212871,Blue,Medium,134 mm,Vincent Chase,VC E16457,1700,eyeframe,0,2221,0.0,,694
117020,Black,Narrow,133 mm,John Jacobs,JJ E10004,3500,eyeframe,11205,39212,4.4,156,1211
206463,Black,Medium,137 mm,Vincent Chase Polarized,VC S15373,1500,sunglasses,0,8883,4.5,2,2107
211432,Black,Narrow,133 mm,Lenskart Air,LA E16163,1700,eyeframe,0,2605,0.0,,494
212327,Purple,Medium,134 mm,Lenskart Air,LA E16348,1700,eyeframe,0,2122,0.0,,32
117023,Brown,Medium,134 mm,John Jacobs,JJ E10005,3500,eyeframe,2290,25612,4.25,194,3
209760,Blue,Wide,138 mm,Lenskart Air,LA E15847,1700,eyeframe,0,6605,0.0,,3394
149845,Black,5-8 yrs,121 mm,Hooper,HP E10004,1000,eyeframe,219,21212,4.65,32,1479
211381,Green,Medium,135 mm,Lenskart Air Online,LA E16153,1700,eyeframe,0,2179,0.0,,99
212597,Gold,Medium,139 mm,Vincent Chase Polarized,VC S16401,2000,sunglasses,0,3150,0.0,,52
207042,Gold,Wide,139 mm,John Jacobs,JJ S15452,5000,sunglasses,0,4052,0.0,,1406
209221,Black Demi,Medium,135 mm,Vincent Chase,VC E11260,1700,eyeframe,0,2382,0.0,,3058
213502,Gold,Medium,136 mm,John Jacobs,JJ E16576,5000,eyeframe,0,778,0.0,,203
145517,Gunmetal,Wide,138 mm,Vincent Chase,VC E13625,1700,eyeframe,6434,21093,4.65,124,1830
149851,Grey,8-12 yrs,125 mm,Hooper,HP E10006,1000,eyeframe,204,17181,4.85,20,1414
206461,Silver,Medium,138 mm,Vincent Chase Polarized,VC S15372,2000,sunglasses,0,9382,4.5,2,2194
215747,Black,Extra Wide,143 mm,John Jacobs,JJ E16686,5000,eyeframe,0,743,0.0,,566
149862,Black,8-12 yrs,125 mm,Hooper,HP E10004L,1000,eyeframe,309,14746,4.75,8,443
152657,Silver,Medium,134 mm,John Jacobs,JJ E14684,5000,eyeframe,51,8263,5.0,7,25
205972,Gold Black,Medium,136 mm,John Jacobs,JJ E15289,3500,eyeframe,0,5154,0.0,,20
210499,Tortoise,Extra Narrow,127 mm,Vincent Chase,VC E11801,1700,eyeframe,0,1817,0.0,,164
213212,Gunmetal,Medium,136 mm,Vincent Chase,VC S16528,2000,sunglasses,0,1521,0.0,,140
134864,Transparent,Wide,140 mm,John Jacobs,JJ S12432,5000,sunglasses,2210,12212,4.4,31,254
200378,Black,Medium,138 mm,Vincent Chase Polarized,VC S11075,1500,sunglasses,0,14811,4.4,191,2549
211951,Purple,Medium,134 mm,Lenskart Air,LA E16242,1700,eyeframe,0,2001,0.0,,335
215377,Gunmetal,Narrow,133 mm,Vincent Chase,VC E16656,1700,eyeframe,0,1283,0.0,,502
211216,Blue,Wide,139 mm,Vincent Chase,VC E13111,1700,eyeframe,0,2464,4.0,1,166
209298,Gold,Extra Wide,146 mm,Vincent Chase Polarized,VC S15752,2000,sunglasses,0,5292,0.0,,1324
213366,Black,Medium,136 mm,Lenskart Air,LA E16570,1700,eyeframe,0,708,0.0,,1121
207621,,,,Bausch & Lomb iConnect,Bausch & Lomb iConnect OxyRich Monthly Disposable,649,contact_lens,0,3537,0.0,,0
215462,Yellow,Medium,136 mm,Vincent Chase Polarized,VC S16663,2000,sunglasses,0,801,0.0,,448
201392,Black,Medium,139 mm,John Jacobs,JJ E11545,3500,eyeframe,0,5508,4.55,195,161
209284,Gunmetal,Narrow,134 mm,Vincent Chase Polarized,VC S15746,1500,sunglasses,0,2712,0.0,,149
211302,Blue,Medium,134 mm,Vincent Chase,VC E10502-M,1700,eyeframe,0,4724,0.0,,4636
213211,Gold,Medium,136 mm,Vincent Chase,VC S16528,2000,sunglasses,0,1711,0.0,,9
215373,Gold,Medium,136 mm,Vincent Chase,VC E16654,1700,eyeframe,0,842,0.0,,746
211387,Transparent,Medium,137 mm,Lenskart Air,LA E16155,1700,eyeframe,0,3088,0.0,,300
213203,Black,Medium,136 mm,Vincent Chase,VC S16525,2000,sunglasses,0,1631,0.0,,41
212330,Blue,Medium,137 mm,Lenskart Air,LA E16349,1700,eyeframe,0,2076,5.0,1,112
215982,Black,Wide,141 mm,Vincent Chase Polarized,VC S16754,2000,sunglasses,0,1114,0.0,,555
209299,Gunmetal,Extra Wide,146 mm,Vincent Chase Polarized,VC S15752,2000,sunglasses,0,5069,5.0,1,1687
206136,Black,Medium,134 mm,Lenskart Air,LA E15323,3000,eyeframe,0,6587,4.0,2,2319
135215,Black,Wide,138 mm,John Jacobs,JJ S12504,5000,sunglasses,4611,13992,4.75,43,165
200678,Gunmetal,Medium,134 mm,John Jacobs,JJ E14685,3500,eyeframe,0,4494,5.0,1,481
211450,Grey,Medium,136 mm,Lenskart Air,LA E16169,1700,eyeframe,0,3284,0.0,,94
213376,Gold,Medium,134 mm,Lenskart Air,LA E16574,1700,eyeframe,0,586,0.0,,1228
215366,Black,Narrow,132 mm,Vincent Chase,VC E16651,1700,eyeframe,0,1873,0.0,,507
215425,Blue,Narrow,131 mm,Lenskart Air,LA E16642,1700,eyeframe,0,1208,0.0,,915
201698,Tortoise,Extra Wide,147 mm,John Jacobs,JJ S14988,3500,sunglasses,0,3121,0.0,,142
215961,Grey,Wide,143 mm,Vincent Chase Polarized,VC S16746,2000,sunglasses,0,917,0.0,,1520
148224,Gold,Wide,140 mm,John Jacobs,JJ S13994,3500,sunglasses,94,7862,5.0,5,82
200749,Gunmetal,Medium,135 mm,Lenskart Air,LA E14868,1700,eyeframe,0,10574,5.0,10,1500
206141,Brown,Medium,137 mm,Lenskart Air,LA E15325,3000,eyeframe,0,4508,4.4,5,1720
210153,Black,Wide,139 mm,Lenskart Air,LA E11415,3000,eyeframe,0,3893,5.0,1,1039
212716,Maroon,Narrow,130 mm,Lenskart Air,LA E16432,1700,eyeframe,0,1296,0.0,,793
213368,Gold,Wide,141 mm,Lenskart Air,LA E16571,1700,eyeframe,0,598,0.0,,1359
148369,Black,Extra Narrow,126 mm,Lenskart Air,LA E11482-XN,1700,eyeframe,883,18805,4.75,17,9
213358,Pink,Extra Narrow,129 mm,Lenskart Air,LA E16567,1700,eyeframe,0,635,0.0,,1902
136173,Transparent,Medium,135 mm,John Jacobs,JJ E10118,3500,eyeframe,8147,23337,4.3,182,129
211938,Blue,Narrow,133 mm,Vincent Chase,VC E16232,1700,eyeframe,0,1938,0.0,,671
206137,Copper,Wide,138 mm,Lenskart Air,LA E15324,3000,eyeframe,0,4188,0.0,,1053
211928,Blue,Wide,138 mm,Vincent Chase,VC E16237,1700,eyeframe,0,2392,0.0,,534
213362,Gold,Medium,134 mm,Lenskart Air,LA E16568,1700,eyeframe,0,590,0.0,,951
215461,Black,Medium,136 mm,Vincent Chase Polarized,VC S16663,2000,sunglasses,0,840,0.0,,414
213204,Black,Narrow,132 mm,Vincent Chase,VC S16526,2000,sunglasses,0,1965,0.0,,31
213360,Gold,Extra Narrow,129 mm,Lenskart Air,LA E16567,1700,eyeframe,0,560,0.0,,1424
209687,Black,Medium,135 mm,John Jacobs,JJ E15827,3500,eyeframe,0,2461,3.0,1,210
215953,Blue,Wide,141 mm,Vincent Chase Polarized,VC S16743,2000,sunglasses,0,1062,0.0,,887
201372,Black,Wide,140 mm,John Jacobs,JJ E11291,3500,eyeframe,0,2933,4.6,199,4709
215775,Blue,Medium,135 mm,Vincent Chase,VC E16699,1700,eyeframe,0,2315,0.0,,427
213353,Silver,Narrow,133 mm,Lenskart Air,LA E16565,1700,eyeframe,0,588,0.0,,1261
213352,Black,Extra Narrow,129 mm,Lenskart Air,LA E16564,1700,eyeframe,0,580,0.0,,2221
215979,Black,Wide,141 mm,Vincent Chase Polarized,VC S16753,2000,sunglasses,0,1290,0.0,,799
212333,Blue,Medium,137 mm,Lenskart Air,LA E16350,1700,eyeframe,0,2004,0.0,,173
213683,Pink,Medium,134 mm,John Jacobs,JJ E11515,3500,eyeframe,0,1641,0.0,,939
215423,Grey,Narrow,133 mm,Lenskart Air,LA E16644,1700,eyeframe,0,1107,0.0,,1004
149882,Black,5-8 yrs,120 mm,Hooper,HP E10085,1000,eyeframe,51,11896,4.85,7,107
211931,Tortoise,Medium,135 mm,Vincent Chase,VC E16238,1700,eyeframe,0,2140,0.0,,535
213215,Gold,Medium,136 mm,Vincent Chase,VC S16529,2000,sunglasses,0,1593,0.0,,65
216342,Brown,Medium,138 mm,Vincent Chase Polarized,VC S16749,2000,sunglasses,0,1197,0.0,,814
147272,Silver,Medium,136 mm,John Jacobs,JJ S13875,3500,sunglasses,1450,6732,5.0,4,1780
205968,Gold,Extra Wide,143 mm,John Jacobs,JJ E15287,6000,eyeframe,0,5284,5.0,2,1491
215416,Blue,Wide,139 mm,Lenskart Air,LA E16646,1700,eyeframe,0,1916,0.0,,1604
201400,Silver,Wide,141 mm,John Jacobs,JJ E12710,3500,eyeframe,0,3660,4.4,42,566
139078,Blue,Narrow,130 mm,Vincent Chase Online,VC E10502,1700,eyeframe,67,1658,4.45,137,5611
213637,Blue,5-8 yrs,120 mm,Hooper,HP E15085M,1000,eyeframe,0,1374,0.0,,82
206466,Blue,Medium,136 mm,Vincent Chase Polarized,VC S15374,1500,sunglasses,0,8324,5.0,6,3275
131651,Gold,Medium,136 mm,John Jacobs,JJ E11209,5000,eyeframe,540,14273,4.25,49,2969
212407,Tortoise,Wide,138 mm,Lenskart STUDIO,LK E16374,1700,eyeframe,0,3101,0.0,,17
206140,Blue,Medium,137 mm,Lenskart Air,LA E15325,3000,eyeframe,0,4545,4.4,5,1171
210404,Black,Extra Wide,150 mm,Vincent Chase Polarized,VC S14457-XW,2000,sunglasses,0,4237,0.0,,323
212734,Black,Medium,137 mm,John Jacobs,JJ E16435,5000,eyeframe,0,845,0.0,,1153
141239,Rose Gold,Narrow,132 mm,John Jacobs,JJ E12703,3500,eyeframe,1779,10694,4.75,8,412
206464,Gunmetal,Medium,137 mm,Vincent Chase Polarized,VC S15373,2000,sunglasses,0,8339,4.5,2,661
215376,Gold,Medium,135 mm,Vincent Chase,VC E16655,1700,eyeframe,0,832,0.0,,853
206135,Purple,Medium,134 mm,Lenskart Air,LA E15323,3000,eyeframe,0,5900,4.0,2,2185
215748,Tortoise,Extra Wide,143 mm,John Jacobs,JJ E16686,5000,eyeframe,0,612,0.0,,898
215251,Tortoise,Medium,137 mm,John Jacobs,JJ E16619,5000,eyeframe,0,613,0.0,,894
215422,Green,Medium,136 mm,Lenskart Air,LA E16641,1700,eyeframe,0,1146,0.0,,1009
209282,Silver,Narrow,134 mm,Vincent Chase Polarized,VC S15746,1500,sunglasses,0,2185,5.0,2,288
213146,Black,Wide,140 mm,John Jacobs,JJ S16503,6000,sunglasses,0,1125,0.0,,529
151021,Black,Extra Wide,143 mm,John Jacobs,JJ S14449,3500,sunglasses,109,5817,4.65,6,722
208802,,,,Aquacolor,Aquacolor Premium Flirty Blue Powered Monthly,299,contact_lens,0,7458,0.0,,49984
215750,Blue,Extra Wide,144 mm,John Jacobs,JJ E16687,5000,eyeframe,0,574,0.0,,724
149876,Black,8-12 yrs,125 mm,Hooper,HP E10082L,1000,eyeframe,169,12548,4.8,11,1846
150591,Grey,Wide,138 mm,Lenskart Air,LA E14365,1700,eyeframe,843,13580,4.7,19,2503
215381,Gold,Extra Narrow,129 mm,Vincent Chase,VC E16658,1700,eyeframe,0,914,0.0,,661
215746,Transparent,Extra Wide,143 mm,John Jacobs,JJ E16685,5000,eyeframe,0,611,0.0,,604
215456,Pink,Wide,142 mm,Vincent Chase Polarized,VC S16661,2000,sunglasses,0,655,0.0,,460
211274,Black,Narrow,135 mm,Vincent Chase Polarized,VC S12593/P-N,1500,sunglasses,0,2434,0.0,,277
211945,Brown,Medium,136 mm,Lenskart Air,LA E16240,1700,eyeframe,0,2167,0.0,,243
212671,Transparent,Medium,137 mm,John Jacobs,JJ E16430,3500,eyeframe,0,2586,0.0,,482
134951,Gold,Extra Wide,143 mm,John Jacobs,JJ S12473,5000,sunglasses,538,6808,4.75,16,863
213500,Silver,Narrow,131 mm,John Jacobs,JJ E16575,5000,eyeframe,0,623,0.0,,309
201411,Gunmetal,Wide,138 mm,John Jacobs,JJ E13105,3500,eyeframe,0,4049,4.5,39,686
211435,Grey,Wide,138 mm,Lenskart Air,LA E16164,1700,eyeframe,0,2189,0.0,,717
146978,Black,Medium,137 mm,Vincent Chase,VC E13814,1700,eyeframe,2359,14721,4.8,16,3384
215455,Brown,Wide,142 mm,Vincent Chase Polarized,VC S16661,2000,sunglasses,0,692,0.0,,792
215453,Blue,Medium,139 mm,Vincent Chase Polarized,VC S16660,2000,sunglasses,0,692,0.0,,585
206962,Black,Extra Wide,150 mm,Vincent Chase Polarized,VC S15449,2000,sunglasses,0,6507,5.0,2,3762
138242,Grey,Wide,140 mm,John Jacobs,JJ S13081,5000,sunglasses,927,7580,4.8,17,1
146881,Gunmetal,Wide,138 mm,John Jacobs,JJ S13803,5000,sunglasses,914,6234,5.0,3,333
215458,Transparent,Wide,142 mm,Vincent Chase Polarized,VC S16662,2000,sunglasses,0,773,0.0,,327
212326,Black,Medium,134 mm,Lenskart Air,LA E16348,1700,eyeframe,0,1831,5.0,1,829
201452,Gold,Medium,137 mm,John Jacobs,JJ E13595,3500,eyeframe,0,3123,4.8,12,1099
206995,,,,Aquacolor Premium,Aquacolor Premium Spicy Gray Zero Power Monthly,299,contact_lens,0,15330,0.0,,49980
213469,Gold,Narrow,131 mm,John Jacobs,JJ E16575,5000,eyeframe,0,836,0.0,,98
209222,Black,Wide,139 mm,Vincent Chase,VC E11260-L,1700,eyeframe,0,2603,5.0,2,579
211936,Blue,Extra Wide,143 mm,Vincent Chase,VC E16231,1700,eyeframe,0,2296,0.0,,400
215262,Purple,Medium,134 mm,John Jacobs,JJ E16624,5000,eyeframe,0,503,0.0,,307
210549,Brown,Wide,138 mm,Vincent Chase,VC E15988,1700,eyeframe,0,1578,0.0,,337
138246,Grey,Wide,140 mm,John Jacobs,JJ S13081,5000,sunglasses,894,7799,4.8,17,598
204344,Transparent,5-8 yrs,121 mm,Hooper,HP E15084M,1000,eyeframe,0,7013,5.0,6,1302
208758,Black,Medium,134 mm,Fossil,FOS 7155/G,7000,eyeframe,0,2064,0.0,,50
213292,Black,Wide,141 mm,Vincent Chase Polarized,VC S16560,1500,sunglasses,0,1227,0.0,,43
131653,Brown,Medium,136 mm,John Jacobs,JJ E11209,5000,eyeframe,909,18412,4.25,49,1740
145710,Gold,Extra Narrow,127 mm,Vincent Chase,VC E13043,1700,eyeframe,3129,4932,4.6,104,379
211020,Black,8-12 yrs,129 mm,Hooper,HP S16089,1000,sunglasses,0,2140,0.0,,90
213113,Blue,Medium,137 mm,Lenskart Air,LA E16494,3000,eyeframe,0,1995,0.0,,257
215454,Yellow,Wide,142 mm,Vincent Chase Polarized,VC S16661,2000,sunglasses,0,708,0.0,,355
206743,Gold Black,Wide,142 mm,Vincent Chase,VC S15397,2000,sunglasses,0,4624,0.0,,3731
207043,Gold Black,Medium,135 mm,John Jacobs,JJ S15453,5000,sunglasses,0,2874,0.0,,1716
209288,Gunmetal Black,Medium,138 mm,Vincent Chase Polarized,VC S15748,1500,sunglasses,0,2308,0.0,,56
209028,Green,Medium,134 mm,Vincent Chase Online,VC E15543,1700,eyeframe,0,1614,5.0,1,552
209277,Silver,Wide,141 mm,Vincent Chase,VC S15744,1500,sunglasses,0,1889,5.0,1,412
211205,Blue,Medium,134 mm,Vincent Chase,VC E13757,1700,eyeframe,0,1988,0.0,,392
215742,Black,Wide,141 mm,John Jacobs,JJ E16683,5000,eyeframe,0,941,0.0,,245
211382,Black,Medium,135 mm,Lenskart Air,LA E16153,1700,eyeframe,0,1890,5.0,1,1300
215395,Pink,Medium,136 mm,Vincent Chase,VC E16669,1700,eyeframe,0,1455,0.0,,500
209022,Black,Medium,135 mm,Vincent Chase,VC E15505,1700,eyeframe,0,2569,0.0,,229
215751,Tortoise,Extra Wide,144 mm,John Jacobs,JJ E16688,5000,eyeframe,0,682,0.0,,813
131415,Black,Wide,140 mm,John Jacobs,JJ E11676,5000,eyeframe,7493,20023,4.35,92,244
216889,Black,Wide,140 mm,John Jacobs,JJ S16896,6000,sunglasses,0,593,0.0,,452
215744,Tortoise,Extra Wide,144 mm,John Jacobs,JJ E16684,5000,eyeframe,0,626,0.0,,700
205979,Black,Medium,137 mm,John Jacobs,JJ E15292,3500,eyeframe,0,4872,0.0,,1274
212733,Silver,Medium,137 mm,John Jacobs,JJ E16435,5000,eyeframe,0,1070,0.0,,1430
