id,color,size,width,brand_name,model_name,lenskart_price,classification,wishlistCount,purchaseCount,avgRating,totalNoOfRatings,qty
146012,Transparent,Medium,134 mm,Lenskart Air,LA E13517,2000,eyeframe,2904,87232,4.7,151,5486
216521,Ocean Blue,Medium,139 mm,Lenskart Hustlr,LA E15417-W,2000,eyeframe,0,8971,0.0,,1183
217261,Crystal,Medium,139 mm,Lenskart Hustlr,LH E16985-W,2000,eyeframe,0,8863,0.0,,1238
216712,Flamingo,Medium,139 mm,Lenskart Hustlr,LA E15417-W,2000,eyeframe,0,4877,4.0,1,874
201315,Silver Black,Medium,134 mm,Vincent Chase,VC E13634,2000,eyeframe,0,12960,4.75,138,53
147507,Transparent,Medium,136 mm,Vincent Chase,VC E13037,2000,eyeframe,8886,66424,4.5,489,8728
208951,Navy,Medium,139 mm,Lenskart Hustlr,LA E15417-W,2000,eyeframe,0,31094,4.6,320,5650
217202,Olive,Medium,139 mm,Lenskart Hustlr,LH E16985-W,2000,eyeframe,0,5218,5.0,3,66
217431,Electric Green,Medium,139 mm,Lenskart Hustlr,LA E15417-W,2000,eyeframe,0,3290,5.0,1,387
209750,Brown,Wide,138 mm,Lenskart Air,LA E15844,2000,eyeframe,0,11456,4.65,3,801
137975,Blue,Medium,135 mm,Lenskart Air,LA E13069,2000,eyeframe,10980,88306,4.6,602,3082
145567,Black,Medium,135 mm,Vincent Chase,VC E13634,2000,eyeframe,3205,43495,4.75,138,2158
207481,Blue Sky,Medium,139 mm,Lenskart Hustlr,LA E15417-W,2000,eyeframe,0,200871,4.6,320,10679
145996,Transparent,Wide,138 mm,Lenskart Air,LA E11821,2000,eyeframe,25348,131154,4.7,531,7004
208956,Greystone,Medium,139 mm,Lenskart Hustlr,LA E15417-W,2000,eyeframe,0,59613,4.6,320,10474
217022,Grey,Medium,137 mm,Lenskart STUDIO,LS E15666,2000,eyeframe,0,4784,0.0,,2306
206266,Blue,Medium,137 mm,Vincent Chase,VC E15347,2000,eyeframe,0,7726,5.0,1,2839
201288,Green,Medium,136 mm,Lenskart Air,LA E14963,2000,eyeframe,0,16703,4.5,39,10
209728,Gunmetal,Medium,134 mm,Vincent Chase,VC E15838,2000,eyeframe,0,1339,0.0,,1127
206824,Amber,Medium,139 mm,Lenskart Hustlr,LA E15417-W,2000,eyeframe,0,50799,4.6,320,821
205373,Gunmetal,Medium,136 mm,Vincent Chase,VC E15176,2000,eyeframe,0,4460,0.0,,8
211448,Purple,Medium,136 mm,Lenskart Air,LA E16169,2000,eyeframe,0,2465,0.0,,741
211920,Blue,Medium,134 mm,Vincent Chase,VC E16233,2000,eyeframe,0,2126,0.0,,559
207671,Dark Night,Medium,139 mm,Lenskart Hustlr,LA E15417-W,2000,eyeframe,0,63715,4.6,320,4654
210157,Green,Medium,132 mm,Lenskart Air,LA E14961,2000,eyeframe,0,3003,0.0,,85
211524,Blue,Medium,136 mm,Vincent Chase,VC E16198,2000,eyeframe,0,1517,0.0,,566
206734,Blue,Medium,134 mm,Lenskart Air,LA E15395,2000,eyeframe,0,7220,4.0,1,4
206036,Transparent Blue,Medium,134 mm,Lenskart Air,LA E15303,2000,eyeframe,0,6411,4.75,4,561
201332,Grey,Medium,134 mm,Lenskart Air,LA E13068,2000,eyeframe,0,14300,4.65,173,114
150599,Grey,Medium,135 mm,Lenskart Air,LA E14368,2000,eyeframe,3337,32767,4.7,68,2996
146615,Purple,Medium,135 mm,Vincent Chase,VC E13784,2000,eyeframe,14578,70090,4.6,261,1792
146617,Gold,Medium,134 mm,Vincent Chase,VC E13785,2000,eyeframe,11799,60749,4.75,179,2324
151702,Grey,Medium,137 mm,Lenskart Air,LA E14572,2000,eyeframe,0,30965,4.75,39,1437
150573,Grey,Medium,136 mm,Lenskart Air,LA E14360,2000,eyeframe,4822,74216,4.85,102,5325
216009,Gold,Medium,136 mm,Vincent Chase,VC S16767,2000,sunglasses,0,1,0.0,,194
215895,Pink,Medium,135 mm,Lenskart Air,LA E16719,2000,eyeframe,0,552,0.0,,1018
136174,Transparent,Medium,135 mm,John Jacobs,JJ E10235,3500,eyeframe,16093,103782,4.45,266,3267
201618,Brown,Narrow,132 mm,Vincent Chase,VC E14973,2000,eyeframe,0,41079,4.8,15,1495
151049,Black,Wide,142 mm,Vincent Chase,VC S14457,2000,sunglasses,477,43257,4.85,14,2131
150581,Grey,Wide,140 mm,Lenskart Air,LA E14362,2000,eyeframe,2027,74856,4.75,69,7060
206049,Transparent,Wide,139 mm,Lenskart Air,LA E15308,2000,eyeframe,0,22839,4.8,12,4464
216979,Black,Extra Narrow,127 mm,Vincent Chase,VC S16928,2000,sunglasses,0,0,0.0,,1126
217075,Grey,Narrow,132 mm,Lenskart Air,LA E16939,2000,eyeframe,0,246,0.0,,2514
138262,Black,Extra Wide,142 mm,John Jacobs,JJ S13088,6000,sunglasses,862,8761,4.85,9,464
137935,Brown,Medium,136 mm,Vincent Chase,VC E13029,2000,eyeframe,2799,71222,4.75,133,879
150413,Pink,Medium,136 mm,Vincent Chase,VC E14324,2000,eyeframe,384,32894,4.2,47,1314
137971,Black,Medium,134 mm,Lenskart Air,LA E13068,2000,eyeframe,20552,86357,4.65,173,2080
151705,Grey,Medium,136 mm,Lenskart Air,LA E14573,2000,eyeframe,0,42615,4.7,67,4291
215946,Silver,Medium,138 mm,Vincent Chase,VC S16732,2000,sunglasses,0,127,0.0,,972
215894,Green,Medium,137 mm,Lenskart Air,LA E16718,2000,eyeframe,0,132,0.0,,907
150857,Pink,Medium,132 mm,John Jacobs,JJ E14409,3500,eyeframe,0,29665,4.6,13,3173
146620,Silver,Narrow,132 mm,Vincent Chase,VC E13786,2000,eyeframe,6800,110201,4.8,275,17069
148157,Grey,Narrow,133 mm,Vincent Chase,VC S13984,2000,sunglasses,2609,33993,4.75,28,984
150583,Black,Wide,140 mm,Lenskart Air,LA E14362,2000,eyeframe,970,57817,4.75,69,820
150562,Black,Wide,140 mm,Lenskart Air,LA E12489,2000,eyeframe,2014,40222,4.6,105,4376
216039,Black,Wide,144 mm,Vincent Chase,VC S16779,2000,sunglasses,0,8,0.0,,1526
217082,Green,Narrow,132 mm,Lenskart Air,LA E16942,2000,eyeframe,0,221,0.0,,2102
201389,Black,Medium,137 mm,John Jacobs,JJ E11540,5000,eyeframe,0,24817,4.4,190,4323
146618,Gunmetal,Medium,134 mm,Vincent Chase,VC E13785,2000,eyeframe,5965,72308,4.75,179,8913
137974,Black,Medium,135 mm,Lenskart Air,LA E13069,2000,eyeframe,22506,107806,4.6,602,7713
204186,Transparent,Medium,137 mm,Lenskart Air,LA E15019,2000,eyeframe,0,42848,4.7,44,2634
216011,Gold,Medium,136 mm,Vincent Chase,VC S16769,2000,sunglasses,0,1,0.0,,295
217079,Black,Medium,135 mm,Lenskart Air,LA E16941,2000,eyeframe,0,541,0.0,,2742
150861,Pink,Medium,134 mm,John Jacobs,JJ E14410,3500,eyeframe,0,14383,4.6,26,1071
146623,Gold,Narrow,132 mm,Vincent Chase,VC E13788,2000,eyeframe,5489,67858,4.75,108,3047
210271,Pink,Extra Narrow,136 mm,Vincent Chase,VC E13447,2000,eyeframe,0,17700,4.0,1,21284
201272,Grey,Extra Wide,143 mm,Lenskart Air,LA E14958,2000,eyeframe,0,31989,4.85,23,5122
146850,Transparent,Wide,140 mm,Lenskart Air,LA E12709,2000,eyeframe,12349,83572,4.75,97,5538
217855,Blue,Wide,139 mm,Vincent Chase,VC E17088,2000,eyeframe,0,45,0.0,,868
217078,Blue,Medium,134 mm,Lenskart Air,LA E16940,2000,eyeframe,0,319,0.0,,2263
140632,Grey Transparent,Wide,139 mm,John Jacobs,JJ S13313,5000,sunglasses,2119,24666,4.85,20,2263
142834,Gunmetal,Medium,134 mm,Vincent Chase,VC E11891,2000,eyeframe,2827,58683,4.5,243,4689
201612,Brown,Medium,137 mm,Vincent Chase,VC E14971,2000,eyeframe,0,13031,4.7,18,1498
136712,Black,Medium,134 mm,Lenskart Air,LA E12852,2000,eyeframe,5775,64548,4.65,226,4417
151703,Grey,Medium,136 mm,Lenskart Air,LA E14573,2000,eyeframe,0,27218,4.7,67,4796
216986,Grey,Medium,139 mm,Vincent Chase,VC S16934,2000,sunglasses,0,5,0.0,,1119
214491,Sky Blue,Medium,138 mm,Lenskart Air,LA E16616,2000,eyeframe,0,454,0.0,,943
131411,Black,Medium,135 mm,John Jacobs,JJ E11675,5000,eyeframe,9507,53072,4.7,213,4981
142996,Purple,Narrow,132 mm,Vincent Chase,VC E13393,2000,eyeframe,1820,71549,4.6,77,255
201631,Transparent,Narrow,133 mm,Vincent Chase,VC E14977,2000,eyeframe,0,35601,4.75,30,1252
146020,Blue,Extra Wide,144 mm,Lenskart Air,LA E13519,2000,eyeframe,5332,63240,4.75,177,9486
148331,Grey Transparent,Wide,139 mm,Lenskart Air,LA E14017,2000,eyeframe,1690,37283,4.7,73,5564
215939,Black,Wide,144 mm,Vincent Chase,VC S16730,2000,sunglasses,0,135,0.0,,768
214489,Grey,Medium,135 mm,Lenskart Air,LA E16615,2000,eyeframe,0,694,0.0,,1599
150873,Black,Wide,140 mm,John Jacobs,JJ E14414,3500,eyeframe,0,31711,4.75,20,2985
146616,Black,Medium,135 mm,Vincent Chase,VC E13784,2000,eyeframe,22848,76203,4.6,261,3625
201615,Transparent,Medium,136 mm,Vincent Chase,VC E14972,2000,eyeframe,0,16447,4.9,15,3888
146653,Black,Medium,135 mm,Lenskart Air,LA E13776,2000,eyeframe,5779,77436,4.65,109,3170
136711,Black,Medium,134 mm,Lenskart Air,LA E12852,2000,eyeframe,6106,61009,4.65,226,3136
216983,Brown,Medium,140 mm,Vincent Chase,VC S16932,2000,sunglasses,0,1,0.0,,1117
215877,Green,Medium,134 mm,Lenskart Air,LA E16715,2000,eyeframe,0,534,0.0,,1417
135438,Gold,Medium,134 mm,John Jacobs,JJ E12610,3500,eyeframe,1683,25650,4.35,115,1158
146619,Gold,Narrow,132 mm,Vincent Chase,VC E13786,2000,eyeframe,12294,81577,4.8,275,11694
148160,Gold,Narrow,133 mm,Vincent Chase,VC S13984,2000,sunglasses,2532,31040,4.75,28,113
146023,Grey,Wide,140 mm,Lenskart Air,LA E13520,2000,eyeframe,9749,70197,4.7,296,2788
152984,Black,Extra Wide,142 mm,Lenskart Air,LA E14736,2000,eyeframe,0,34089,4.65,15,834
215947,Black,Wide,142 mm,Vincent Chase,VC S16733,2000,sunglasses,0,140,0.0,,567
215879,Black,Narrow,133 mm,Lenskart Air,LA E16716,2000,eyeframe,0,543,0.0,,1034
138264,Black,Wide,139 mm,John Jacobs,JJ S13089,6000,sunglasses,404,9689,4.5,2,271
201622,Grey,Extra Narrow,128 mm,Vincent Chase,VC E14974,2000,eyeframe,0,26540,4.65,18,5472
149313,Blue,Wide,140 mm,Vincent Chase,VC E11797-L,2000,eyeframe,1166,42332,4.55,32,14
149022,Pink,Wide,138 mm,Lenskart Air,LA E14101,2000,eyeframe,1740,24957,4.7,38,4804
149021,Black,Wide,138 mm,Lenskart Air,LA E14101,2000,eyeframe,2283,37673,4.7,38,2290
215998,Blue,Narrow,135 mm,Vincent Chase,VC S16761,2000,sunglasses,0,3,0.0,,493
215898,Transparent,Extra Wide,142 mm,Lenskart Air,LA E16720,2000,eyeframe,0,78,0.0,,1620
140628,Black,Extra Wide,142 mm,John Jacobs,JJ S13311,5000,sunglasses,2746,29247,4.5,15,262
149080,Black,Extra Narrow,129 mm,Vincent Chase,VC E14113,2000,eyeframe,2969,39928,4.55,35,2012
134826,Silver,Wide,138 mm,Vincent Chase,VC E12422,2000,eyeframe,27771,92014,4.65,551,5225
200552,Transparent,Extra Wide,142 mm,Lenskart Air,LA E14832,2000,eyeframe,0,38658,4.55,64,1180
146021,Grey,Extra Wide,144 mm,Lenskart Air,LA E13519,2000,eyeframe,4903,54604,4.75,177,5474
216004,Gold,Narrow,134 mm,Vincent Chase,VC S16765,2000,sunglasses,0,3,0.0,,686
215903,Green,Extra Wide,142 mm,Lenskart Air,LA E16722,2000,eyeframe,0,476,0.0,,1268
121600,Gunmetal,Extra Narrow,128 mm,John Jacobs,JJ E10640,5000,eyeframe,2904,36944,4.15,66,2904
134745,Black,Wide,138 mm,Vincent Chase,VC E12395,2000,eyeframe,15718,84868,4.6,214,1793
201103,Gold,Wide,139 mm,Vincent Chase,VC E14938,2000,eyeframe,0,30494,4.6,31,985
150584,Blue,Wide,141 mm,Lenskart Air,LA E14363,2000,eyeframe,759,52544,4.7,42,797
150798,Gunmetal,Narrow,132 mm,Lenskart Air,LA E14398,3000,eyeframe,612,36951,4.55,37,1115
217853,Brown,Medium,137 mm,Vincent Chase,VC E17087,2000,eyeframe,0,50,0.0,,2124
215875,Blue,Wide,138 mm,Lenskart Air,LA E16714,2000,eyeframe,0,123,0.0,,934
213692,Black,Medium,136 mm,John Jacobs,JJ S13227,5000,sunglasses,0,3845,0.0,,3291
201297,Transparent,Narrow,132 mm,Vincent Chase,VC E11260-S,2000,eyeframe,0,13510,4.55,27,397
146624,Gunmetal,Narrow,132 mm,Vincent Chase,VC E13788,2000,eyeframe,7488,64772,4.75,108,7567
145789,Black,Extra Wide,142 mm,Lenskart Air,LA E13646,2000,eyeframe,4846,42828,4.45,63,1871
151701,Black,Medium,137 mm,Lenskart Air,LA E14572,2000,eyeframe,0,18593,4.75,39,638
217982,Blue,Wide,139 mm,Vincent Chase,VC E17101,2000,eyeframe,0,1248,0.0,,3156
215873,Blue,Narrow,133 mm,Lenskart Air,LA E16713,2000,eyeframe,0,528,0.0,,1185
133686,Black,Narrow,132 mm,John Jacobs,JJ E11318,5000,eyeframe,5288,59447,4.5,108,3577
146613,Rose Gold,Narrow,132 mm,Vincent Chase,VC E13783,2000,eyeframe,10128,54840,4.75,89,10467
147491,Black,Wide,135 mm,Vincent Chase,VC E13919,2000,eyeframe,4251,28252,4.6,53,2921
145983,Blue,Extra Wide,142 mm,Lenskart Air,LA E11412-N,3000,eyeframe,5293,56742,4.5,112,2589
137980,Black,Narrow,132 mm,Lenskart Air,LA E13071,2000,eyeframe,12149,34397,4.65,202,2087
217981,Black,Wide,139 mm,Vincent Chase,VC E17100,2000,eyeframe,0,1219,0.0,,3169
215891,Blue,Medium,135 mm,Lenskart Air,LA E16717,2000,eyeframe,0,106,0.0,,1499
211284,Black,Wide,139 mm,John Jacobs,JJ E16146,3500,eyeframe,0,7429,0.0,,2275
148488,Black,Narrow,130 mm,Vincent Chase,VC E14035,2000,eyeframe,6584,44234,4.7,55,6787
151511,Tortoise,Narrow,135 mm,Vincent Chase,VC S14523,2000,sunglasses,284,11939,5.0,7,5844
209756,Black,Wide,139 mm,Lenskart Air,LA E15846,2000,eyeframe,0,11323,0.0,,2043
146273,Black,Extra Wide,144 mm,Lenskart Air,LA E11289,2000,eyeframe,13084,68239,4.6,256,3511
216043,Silver,Medium,138 mm,Vincent Chase,VC S16780,2000,sunglasses,0,46,0.0,,1794
215899,Blue,Medium,137 mm,Lenskart Air,LA E16721,2000,eyeframe,0,80,0.0,,1562
201388,Gunmetal,Medium,137 mm,John Jacobs,JJ E11540,5000,eyeframe,0,31850,4.4,190,2161
149190,Transparent,Narrow,131 mm,Vincent Chase,VC E10502,2000,eyeframe,1579,46395,4.45,138,7543
209241,Black,Extra Wide,144 mm,Vincent Chase,VC E13496,2000,eyeframe,0,14251,0.0,,3957
151704,Sky Blue,Medium,136 mm,Lenskart Air,LA E14573,2000,eyeframe,0,41739,4.7,67,3005
148327,Transparent,Wide,139 mm,Lenskart Air,LA E14016,2000,eyeframe,1709,32508,4.85,36,975
216690,Silver,Medium,138 mm,Vincent Chase,VC S16835,2000,sunglasses,0,241,0.0,,1129
215907,Blue,Wide,140 mm,Lenskart Air,LA E16724,2000,eyeframe,0,1063,0.0,,874
150854,Black,Medium,134 mm,John Jacobs,JJ E14409,3500,eyeframe,0,19471,4.6,13,2482
151048,Black,Wide,142 mm,Vincent Chase,VC S14457,2000,sunglasses,213,26724,4.85,14,829
150630,Copper,Narrow,131 mm,Vincent Chase,VC E13788,2000,eyeframe,579,30373,4.75,108,4884
201283,Grey,Wide,140 mm,Lenskart Air,LA E14962,2000,eyeframe,0,22944,4.7,18,2408
146822,Black,Medium,136 mm,Lenskart Air,LA E11889,2000,eyeframe,2981,41977,4.65,34,2175
216047,Gunmetal,Medium,138 mm,Vincent Chase,VC S16781,2000,sunglasses,0,23,0.0,,1815
215911,Pink,Narrow,133 mm,Lenskart Air,LA E16726,2000,eyeframe,0,833,0.0,,1433
137920,Black,Wide,140 mm,John Jacobs,JJ S13025,5000,sunglasses,1907,30403,4.55,16,157
201630,Brown,Narrow,133 mm,Vincent Chase,VC E14977,2000,eyeframe,0,42818,4.75,30,3517
149097,Grey,Medium,136 mm,Vincent Chase,VC E13033-M,2000,eyeframe,1985,48827,4.7,53,940
145974,Black,Extra Narrow,123 mm,Lenskart Air,LA 0353,2000,eyeframe,4240,61881,4.75,79,166
151528,Grey,Medium,136 mm,Lenskart Air,LA E14529,2000,eyeframe,37,25123,4.8,29,4105
217851,Black,Medium,137 mm,Vincent Chase,VC E17085,2000,eyeframe,0,135,0.0,,2371
215910,Grey,Narrow,132 mm,Lenskart Air,LA E16725,2000,eyeframe,0,783,0.0,,1169
201373,Black,Wide,140 mm,John Jacobs,JJ E11292,5000,eyeframe,0,11699,4.45,158,33
142997,Black,Narrow,132 mm,Vincent Chase,VC E13393,2000,eyeframe,1958,57163,4.6,77,1708
151127,Black,Narrow,134 mm,Vincent Chase,VC S14475,2000,sunglasses,714,17580,4.75,9,738
145998,Gold,Medium,135 mm,Lenskart Air,LA E11824,2000,eyeframe,16002,55645,4.85,163,1814
201281,Transparent,Narrow,132 mm,Lenskart Air,LA E14961,2000,eyeframe,0,26655,4.85,31,3103
217852,Gold,Medium,137 mm,Vincent Chase,VC E17086,2000,eyeframe,0,113,0.0,,1284
215914,Grey,Medium,135 mm,Lenskart Air,LA E16727,2000,eyeframe,0,1035,0.0,,1475
213690,Transparent,Wide,140 mm,John Jacobs,JJ E14008L,3500,eyeframe,0,4216,0.0,,2803
149058,Blue,Extra Wide,142 mm,Vincent Chase,VC E14105,2000,eyeframe,3042,39191,4.65,62,2490
137934,Black,Medium,136 mm,Vincent Chase,VC E13029,2000,eyeframe,2254,37623,4.75,133,2453
207551,Black,Wide,140 mm,Lenskart Air,LA E15494,2000,eyeframe,0,27980,4.85,7,1640
151529,Blue,Medium,136 mm,Lenskart Air,LA E14529,2000,eyeframe,105,31746,4.8,29,2783
216035,Silver,Wide,141 mm,Vincent Chase,VC S16778,2000,sunglasses,0,33,0.0,,1410
215915,Grey,Wide,138 mm,Lenskart Air,LA E16728,2000,eyeframe,0,838,0.0,,1058
150862,Black,Medium,138 mm,John Jacobs,JJ E14411,3500,eyeframe,0,30495,4.65,12,2898
201097,Blue,Medium,137 mm,Vincent Chase,VC E14936,2000,eyeframe,0,24718,4.95,22,985
145512,Black,Wide,140 mm,Vincent Chase,VC E13624,2000,eyeframe,5074,62570,4.75,109,4211
147285,Black,Narrow,133 mm,Lenskart Air,LA E11481,2000,eyeframe,16094,48589,4.6,78,1388
145694,Grey,Wide,140 mm,Lenskart Air,LA E13643,2000,eyeframe,1462,51659,4.6,92,12631
216003,Gold,Narrow,133 mm,Vincent Chase,VC S16764,2000,sunglasses,0,22,0.0,,775
215906,White,Medium,136 mm,Lenskart Air,LA E16723,2000,eyeframe,0,795,0.0,,845
136177,Transparent,Medium,137 mm,John Jacobs,JJ E11820,3500,eyeframe,4011,29434,4.3,154,356
206272,Silver,Medium,137 mm,Vincent Chase,VC E15349,2000,eyeframe,0,7425,4.8,5,679
148480,Pink,Extra Narrow,129 mm,Vincent Chase,VC E14032,2000,eyeframe,863,31254,4.7,90,2861
201548,Green,Extra Narrow,128 mm,Lenskart Air,LA E11491,2000,eyeframe,0,12852,4.7,40,555
145696,Blue,Wide,140 mm,Lenskart Air,LA E13643,2000,eyeframe,827,35061,4.6,92,3450
217142,Black,Wide,142 mm,Vincent Chase,VC S16955,2000,sunglasses,0,57,0.0,,2224
211610,Silver,Extra Narrow,130 mm,Lenskart Air,LA E16208,3000,eyeframe,0,1280,0.0,,943
142523,Transparent,Wide,139 mm,John Jacobs,JJ E13346,3500,eyeframe,2257,19979,4.65,62,841
204440,Silver,Narrow,130 mm,Vincent Chase,VC E15069,2000,eyeframe,0,21733,4.75,19,190
130270,Blue,Narrow,130 mm,Vincent Chase,VC E10502,2000,eyeframe,3089,49502,4.45,138,5167
150600,Blue,Medium,135 mm,Lenskart Air,LA E14368,2000,eyeframe,2081,35371,4.7,68,1666
209749,Green,Wide,138 mm,Lenskart Air,LA E15844,2000,eyeframe,0,10389,0.0,,1955
215999,Silver,Narrow,132 mm,Vincent Chase,VC S16762,2000,sunglasses,0,42,0.0,,661
213363,Black,Medium,134 mm,Lenskart Air,LA E16568,2000,eyeframe,0,1068,0.0,,1149
213683,Pink,Medium,134 mm,John Jacobs,JJ E11515,3500,eyeframe,0,2501,0.0,,118
149062,Pink,Medium,135 mm,Vincent Chase,VC E14107,2000,eyeframe,3039,30144,4.85,28,189
142833,Black,Medium,134 mm,Vincent Chase,VC E11860,2000,eyeframe,2378,38874,4.55,181,839
204179,Grey,Medium,135 mm,Lenskart Air,LA E15017,2000,eyeframe,0,21237,4.85,14,258
146809,Black,Narrow,131 mm,Lenskart Air,LA E11478,2000,eyeframe,5690,44317,4.7,59,3485
215996,Gold,Narrow,134 mm,Vincent Chase,VC S16760,2000,sunglasses,0,21,0.0,,481
213374,Black,Extra Wide,142 mm,Lenskart Air,LA E16573,2000,eyeframe,0,1314,0.0,,1347
136188,Transparent,Medium,134 mm,John Jacobs,JJ E11515,3500,eyeframe,9171,22735,4.6,207,3786
137930,Grey,Extra Wide,142 mm,Vincent Chase,VC E13033,2000,eyeframe,9257,63771,4.65,158,5312
151507,Black,Narrow,135 mm,Vincent Chase,VC S14523,1500,sunglasses,1045,13766,5.0,7,650
150551,Tortoise,Wide,138 mm,Lenskart Air,LA E11821,2000,eyeframe,490,27046,4.7,531,1965
204184,Grey,Medium,137 mm,Lenskart Air,LA E15019,2000,eyeframe,0,19440,4.7,44,1772
216007,Gold,Medium,136 mm,Vincent Chase,VC S16766,2000,sunglasses,0,69,0.0,,535
213359,Silver,Extra Narrow,129 mm,Lenskart Air,LA E16567,2000,eyeframe,0,647,0.0,,1454
137726,Gunmetal,Wide,139 mm,John Jacobs,JJ E12977,5000,eyeframe,2139,21443,4.45,52,4089
143018,Black,Narrow,130 mm,Vincent Chase,VC E13400,2000,eyeframe,1428,43734,4.65,88,3023
149602,Black,Narrow,132 mm,Vincent Chase,VC E14209,2000,eyeframe,4380,39963,4.7,38,4720
211949,Grey,Medium,134 mm,Lenskart Air,LA E16242,2000,eyeframe,0,3124,0.0,,231
151536,Blue,Medium,137 mm,Lenskart Air,LA E14532,2000,eyeframe,292,36316,4.85,34,9530
216010,Gold,Medium,136 mm,Vincent Chase,VC S16768,2000,sunglasses,0,102,0.0,,407
213357,Silver,Medium,134 mm,Lenskart Air,LA E16566,2000,eyeframe,0,1265,0.0,,1615
137156,Silver,Wide,138 mm,John Jacobs,JJ S12962,5000,sunglasses,1661,13415,4.65,15,367
151381,Gold,Narrow,134 mm,Vincent Chase,VC S14507,2000,sunglasses,954,23117,4.5,10,1567
131500,Blue,Medium,136 mm,Vincent Chase,VC E11797,2000,eyeframe,19541,63748,4.4,446,1573
200563,Pink,Medium,135 mm,Lenskart Air,LA E14835,2000,eyeframe,0,27430,4.75,37,2563
216001,Gold,Narrow,132 mm,Vincent Chase,VC S16763,2000,sunglasses,0,25,0.0,,573
213375,Pink,Medium,134 mm,Lenskart Air,LA E16574,2000,eyeframe,0,2041,0.0,,836
131651,Gold,Medium,136 mm,John Jacobs,JJ E11209,5000,eyeframe,540,15028,4.3,50,2652
148478,Black,Extra Narrow,129 mm,Vincent Chase,VC E14032,2000,eyeframe,6205,45433,4.7,90,6920
204183,Transparent,Narrow,133 mm,Lenskart Air,LA E15018,2000,eyeframe,0,27611,4.85,9,6929
209747,Grey,Wide,138 mm,Lenskart Air,LA E15844,2000,eyeframe,0,11963,0.0,,3275
217143,Black,Wide,142 mm,Vincent Chase,VC S16956,2000,sunglasses,0,2158,0.0,,717
213351,Silver,Extra Narrow,129 mm,Lenskart Air,LA E16564,2000,eyeframe,0,727,0.0,,1383
150875,Black,Wide,140 mm,John Jacobs,JJ E14415,3500,eyeframe,0,27568,4.6,11,1414
205131,Grey,Medium,137 mm,Vincent Chase,VC E13499,2000,eyeframe,0,34978,4.65,101,5923
135933,Blue,Medium,134 mm,Vincent Chase,VC E11860,2000,eyeframe,3596,49761,4.55,181,2970
146806,Black,Extra Wide,144 mm,Lenskart Air,LA E11289,2000,eyeframe,4434,44918,4.6,256,999
210182,Blue,Medium,135 mm,Lenskart Air,LA E13776,2000,eyeframe,0,8726,0.0,,29
217141,Black,Wide,142 mm,Vincent Chase,VC S16954,2000,sunglasses,0,45,0.0,,2139
213355,Gold,Narrow,133 mm,Lenskart Air,LA E16565,2000,eyeframe,0,605,0.0,,1275
209229,Pink,Narrow,133 mm,Vincent Chase,VC E13451,2000,eyeframe,0,9531,0.0,,6306
150414,Black,Medium,136 mm,Vincent Chase,VC E14324,2000,eyeframe,590,15343,4.2,47,655
147284,Blue,Extra Wide,143 mm,Lenskart Air,LA E11413,3000,eyeframe,2638,34247,4.65,109,397
201287,Transparent,Medium,136 mm,Lenskart Air,LA E14963,2000,eyeframe,0,27177,4.5,39,2690
211315,Pink,Wide,141 mm,Vincent Chase,VC E13451-W,2000,eyeframe,0,576,0.0,,911
213367,Black,Medium,136 mm,Lenskart Air,LA E16570,2000,eyeframe,0,2111,3.0,1,604
133685,Gold,Narrow,131 mm,John Jacobs,JJ E11318,5000,eyeframe,4352,41879,4.5,108,315
150985,Blue,Extra Narrow,129 mm,Vincent Chase,VC E14440,2000,eyeframe,134,19423,4.65,18,73
143002,Blue,Extra Narrow,128 mm,Vincent Chase,VC E13394,2000,eyeframe,8820,41687,4.65,147,1402
210621,Transparent,Medium,135 mm,Lenskart Air,LA E15017,2000,eyeframe,0,8129,0.0,,2612
138049,Black,Extra Wide,145 mm,Lenskart Air,LA E13063,2000,eyeframe,6476,50899,4.35,176,1284
211314,Pink,Medium,137 mm,Vincent Chase,VC E13451-M,2000,eyeframe,0,637,0.0,,2185
213369,Blue,Wide,141 mm,Lenskart Air,LA E16571,2000,eyeframe,0,1489,0.0,,963
213687,Blue,Medium,134 mm,John Jacobs,JJ E11729,3500,eyeframe,0,1799,0.0,,2610
146625,Silver,Medium,136 mm,Vincent Chase,VC E13789,2000,eyeframe,11647,30393,4.6,181,1590
215387,Silver,Medium,136 mm,Vincent Chase,VC E16664,2000,eyeframe,0,2653,0.0,,337
216622,Black,Wide,139 mm,Lenskart Air,LA E15319,3000,eyeframe,0,2159,0.0,,722
206047,Blue Transparent,Wide,139 mm,Lenskart Air,LA E15308,2000,eyeframe,0,15343,4.8,12,411
216454,Gunmetal,Medium,136 mm,Vincent Chase,VC E16786,2000,eyeframe,0,1231,5.0,1,1581
213365,Black,Narrow,133 mm,Lenskart Air,LA E16569,2000,eyeframe,0,1003,0.0,,1417
140654,Gold,Narrow,133 mm,John Jacobs,JJ E10199,5000,eyeframe,451,12713,4.35,45,1333
143006,Black,Narrow,130 mm,Vincent Chase,VC E13396,2000,eyeframe,3581,49260,4.45,70,3135
201100,Blue,Wide,139 mm,Vincent Chase,VC E14937,2000,eyeframe,0,16735,4.6,8,313
145980,Blue,Narrow,132 mm,Lenskart Air,LA E11411-N,3000,eyeframe,5355,47581,4.6,75,2269
