,id,color,size,width,brand_name,model_name,market_price,lenskart_price,classification,wishlistCount,purchaseCount,avgRating,totalNoOfRatings,offerName,qty,isCashbackApplicable
200,152463,Black,5-8 yrs,124 mm,Hooper Computer Glasses,HP D10105M,1500,1500,non_power_reading,0,439,0.0,,HOOPERKIDSCE,21,False
201,152365,Grey,5-8 yrs,122 mm,Hooper Computer Glasses,HP D10104M,1500,1500,non_power_reading,0,458,0.0,,HOOPEREYE,29,False
202,152351,Pink,8-12 yrs,134 mm,Hooper Computer Glasses,HP D10096L,1500,1500,non_power_reading,0,235,0.0,,HOOPERKIDSCE,147,False
203,152462,Black,8-12 yrs,125 mm,Hooper Computer Glasses,HP D10103M,1500,1500,non_power_reading,0,438,0.0,,HOOPERKIDSCE,16,False
204,152355,Red,8-12 yrs,130 mm,Hooper Computer Glasses,HP D10098L,1500,1500,non_power_reading,0,197,0.0,,HOOPERKIDSCE,117,False
205,152427,Black,5-8 yrs,121 mm,Hooper Computer Glasses,HP D10087M,1500,1500,non_power_reading,0,700,0.0,,HOOPERKIDSCE,26,False
206,152454,Black,8-12 yrs,132 mm,Hooper Computer Glasses,HP D10093L,1500,1500,non_power_reading,0,610,0.0,,HOOPERKIDSCE,3,False
207,152378,Blue,5-8 yrs,123 mm,Hooper Computer Glasses,HP D10008M,1500,1500,non_power_reading,0,435,5.0,2,HOOPERKIDSCE,12,False
208,152395,Purple,5-8 yrs,123 mm,Hooper Computer Glasses,HP D10016L,1500,1500,non_power_reading,0,1926,5.0,1,HOOPERKIDSCE,1,False
209,151039,Black,Medium,137 mm,Lenskart Blu,LB E14454,1200,1200,non_power_reading,110,3911,4.55,17,LKBLUCE,160,False
210,149765,Grey,Wide,140 mm,Lenskart Blu,LB E14241,1200,1200,non_power_reading,715,3544,4.3,23,LKBLUCE,195,False
211,145683,Blue,5-8 yrs,123 mm,Hooper Computer Glasses,LKJ E10066CE,1500,1500,non_power_reading,639,1189,4.8,6,KIDSCE,95,False
212,145591,Transparent,5-8 yrs,120 mm,Hooper Computer Glasses,LKJ E10064CE,1500,1500,non_power_reading,211,662,4.15,6,KIDSCE,63,False
213,146457,Black,Medium,137 mm,Lenskart Blu,LB E13736,1200,1200,non_power_reading,8663,22180,4.4,88,LKBLUCE,96,False
214,143287,Grey,8-12 yrs,124 mm,Hooper Computer Glasses,LKJ E10038CE,1500,1500,non_power_reading,602,367,5.0,9,KIDSCE,3,False
215,143281,Blue,8-12 yrs,124 mm,Hooper Computer Glasses,LKJ E10036CE,1500,1500,non_power_reading,474,1132,4.6,5,KIDSCE,50,False
216,219275,Flame,Medium,139 mm,Lenskart Hustlr,LB E14058-W,1700,1700,non_power_reading,0,1,0.0,,,46,False
217,218783,Dusty Rose,Narrow,134 mm,Lenskart Hustlr,LB E14058-N,1700,1700,non_power_reading,0,1,0.0,,LKSHARK,1126,False
218,218782,Dusty Rose,Medium,139 mm,Lenskart Blu,LB E14058-W,1700,1700,non_power_reading,0,2,0.0,,LKBLUCE,993,False
219,218786,Green,Extra Wide,144 mm,Lenskart Hustlr,LB E14058-XW,1700,1700,non_power_reading,0,1,0.0,,LKSHARK,495,False
220,218785,Green,Narrow,134 mm,Lenskart Hustlr,LB E14058-N,1700,1700,non_power_reading,0,2,0.0,,LKSHARK,124,False
221,218784,Dusty Rose,Extra Wide,144 mm,Lenskart Hustlr,LB E14058-XW,1700,1700,non_power_reading,0,1,0.0,,LKSHARK,995,False
222,218142,Blue Sky,Medium,139 mm,Lenskart Hustlr,LA E15417-Combo,3000,3000,non_power_reading,0,160851,0.0,,COMBO-HUSTLR-POWER-EYE-3-217451,0,False
223,218181,Blue Sky,Medium,139 mm,Lenskart Hustlr,LA E15417-Combo,3000,3000,non_power_reading,0,160851,0.0,,COMBO-HUSTLR-POWER-EYE-3-217451,0,False
224,218095,Blue Sky,Medium,139 mm,Lenskart Hustlr,LA E15417-Combo,9500,4000,non_power_reading,0,160851,0.0,,COMBO-HUSTLR-POWER-EYE-3-217451,0,False
225,218094,Blue Sky,Medium,139 mm,Lenskart Hustlr,LA E15417-Combo,9500,4000,non_power_reading,0,160851,0.0,,COMBO-HUSTLR-POWER-EYE-3-217451,0,False
226,217481,Blue Sky,Medium,139 mm,Lenskart Hustlr,LA E15417-ZeroPower-Combo,9000,3000,non_power_reading,0,160851,0.0,,COMBO-HUSTLR-ZP-EYE-3-217481,0,False
227,217341,Blue Sky,Medium,139 mm,Lenskart Hustlr,LA E15417-ZeroPower-Combo,9000,3000,non_power_reading,0,160851,0.0,,COMBO-HUSTLR-ZP-3,0,False
228,217331,Blue Sky,Medium,139 mm,Lenskart Hustlr,LA E15417-ZeroPower-Combo,15000,3500,non_power_reading,0,160851,0.0,,,-3,False
229,217321,Blue Sky,Medium,139 mm,Lenskart Hustlr,LA E15417-Combo,15000,5000,non_power_reading,0,160851,0.0,,COMBO-HUSTLR-POWER-EYE-5,0,False
230,217228,Blue Sky,Medium,139 mm,Lenskart Hustlr,LA E15417-Combo,9500,4000,non_power_reading,0,160851,0.0,,,10000,False
231,216703,Ocean Blue,Medium,139 mm,Lenskart Hustlr,LB E14058-W,1700,1700,non_power_reading,0,1324,0.0,,VCEYE,55,False
232,216706,Flamingo,Medium,139 mm,Lenskart Hustlr,LB E14058-W,1700,1700,non_power_reading,0,438,0.0,,VCEYE,1550,False
233,216704,Flamingo,Narrow,134 mm,Lenskart Hustlr,LB E14058-N,1700,1700,non_power_reading,0,5,0.0,,VCEYE,892,False
234,216702,Ocean Blue,Extra Wide,144 mm,Lenskart Hustlr,LB E14058-XW,1700,1700,non_power_reading,0,5,0.0,,LKSHARK,72,False
235,216701,Ocean Blue,Narrow,134 mm,Lenskart Hustlr,LB E14058-N,1700,1700,non_power_reading,0,3,0.0,,VCEYE,443,False
236,216582,Jade Green,8-12 yrs,125 mm,Lenskart Hustlr,HP D15011,1700,1700,non_power_reading,0,612,0.0,,LKSHARK,341,False
237,216581,Greystone,Extra Narrow,125 mm,Lenskart Hustlr,HP D15011,1700,1700,non_power_reading,0,627,0.0,,LKSHARK,365,False
238,216580,Navy,8-12 yrs,125 mm,Lenskart Hustlr,HP D15011,1700,1700,non_power_reading,0,610,0.0,,LKSHARK,645,False
239,216586,Navy,Extra Wide,144 mm,Lenskart Hustlr,LB E14058-XW,1700,1700,non_power_reading,0,50,0.0,,VCEYE,2157,False
240,212418,Silver,Narrow,131 mm,Lenskart Blu,LB E16383,2000,2000,non_power_reading,0,102,0.0,,LKBLUCE,1415,False
241,212422,Black,Narrow,131 mm,Lenskart Blu,LB E16384,2000,2000,non_power_reading,0,21,0.0,,LKBLUCE,1267,False
242,211910,Silver,Extra Wide,148 mm,Lenskart Blu,LB E16225,2000,2000,non_power_reading,0,58,0.0,,LKBLUCE,579,False
243,211892,Tortoise,Wide,141 mm,Lenskart Blu,LB E16217,2000,2000,non_power_reading,0,9,0.0,,LKBLUCE,1171,False
244,209053,Dark Night,Extra Narrow,125 mm,Lenskart Hustlr,HP D15011,1700,1700,non_power_reading,0,3111,0.0,,HOOPERKIDSCE,1094,False
245,200274,Blue,Medium,136 mm,Lenskart Blu,LB E14789,1500,1500,non_power_reading,0,4569,4.5,17,LKBLUCE,1,False
246,200286,Transparent,Medium,137 mm,Lenskart Blu,LB E13739,1200,1200,non_power_reading,0,11025,4.5,149,LKBLUCE,588,False
247,200284,Black,Narrow,133 mm,Lenskart Blu,LB E14792,1200,1200,non_power_reading,0,2704,4.7,10,LKBLUCE,192,False
248,152464,Green,5-8 yrs,122 mm,Hooper Computer Glasses,HP D10105M,1500,1500,non_power_reading,0,434,0.0,,HOOPERKIDSCE,1,False
249,152432,Grey,5-8 yrs,121 mm,Hooper Computer Glasses,HP D10088M,1500,1500,non_power_reading,0,1923,5.0,1,HOOPERKIDSCE,1,False
250,152429,Black,5-8 yrs,121 mm,Hooper Computer Glasses,HP D10087M,1500,1500,non_power_reading,0,671,0.0,,HOOPERKIDSCE,22,False
251,152423,Black,5-8 yrs,121 mm,Hooper Computer Glasses,HP D10064M,1500,1500,non_power_reading,0,433,0.0,,HOOPERKIDSCE,20,False
252,152381,Blue,5-8 yrs,122 mm,Hooper Computer Glasses,HP D10009M,1500,1500,non_power_reading,0,513,0.0,,HOOPERKIDSCE,6,False
253,152379,Black,5-8 yrs,121 mm,Hooper Computer Glasses,HP D10008M,1500,1500,non_power_reading,0,466,5.0,2,HOOPERKIDSCE,32,False
254,152374,Red,5-8 yrs,124 mm,Hooper Computer Glasses,HP D10006L,1500,1500,non_power_reading,0,1149,4.0,1,HOOPERKIDSCE,37,False
255,152372,Black,5-8 yrs,120 mm,Hooper Computer Glasses,HP D10004M,1500,1500,non_power_reading,0,1580,5.0,1,HOOPERKIDSCE,4,False
256,152366,Orange,5-8 yrs,121 mm,Hooper Computer Glasses,HP D10104M,1500,1500,non_power_reading,0,428,0.0,,HOOPERKIDSCE,22,False
