,id,color,size,width,brand_name,model_name,market_price,lenskart_price,classification,wishlistCount,purchaseCount,avgRating,totalNoOfRatings,offerName,qty,isCashbackApplicable
964,212328,Yellow Transparent,Medium,137 mm,Lenskart Air,LA E16349,1700,1700,eyeframe,0,1284,0.0,,,1394,False
965,211948,Green,Medium,137 mm,Lenskart Air,LA E16241,1700,1700,eyeframe,0,1393,0.0,,VCEYE,568,False
966,213468,Silver,Narrow,131 mm,John Jacobs,JJ E16575,5000,5000,eyeframe,0,411,0.0,,JJBOGO,366,False
967,201418,Gunmetal,Wide,140 mm,John Jacobs Online,JJ E13109,3500,3500,eyeframe,0,3745,0.0,,JJEYE,599,False
968,213221,Silver,Medium,136 mm,Vincent Chase,VC S16531,2000,2000,sunglasses,0,1046,0.0,,VCSUN,512,False
969,215749,Grey,Extra Wide,144 mm,John Jacobs,JJ E16687,5000,5000,eyeframe,0,415,0.0,,JJBOGO,1072,False
970,215252,Brown,Medium,137 mm,John Jacobs,JJ E16619,5000,5000,eyeframe,0,365,0.0,,JJBOGO,368,False
971,210294,Brown Demi,Medium,135 mm,Vincent Chase,VC E11803-M,1700,1700,eyeframe,0,1634,0.0,,VCEYE,984,False
972,215424,Blue,Narrow,132 mm,Lenskart Air,LA E16648,1700,1700,eyeframe,0,1245,0.0,,VCEYE,1339,False
973,149878,Blue,5-8 yrs,120 mm,Hooper,HP E10084,1000,1000,eyeframe,99,8606,4.1,7,HOOPEREYE,1784,False
974,213663,Black,5-8 yrs,124 mm,Hooper,HP S16593L,1000,1000,sunglasses,0,817,0.0,,HOOPERSUN,267,False
975,215772,Green,Medium,135 mm,Vincent Chase,VC E16697,1700,1700,eyeframe,0,1915,0.0,,VCEYE,443,False
976,144839,Grey,Medium,135 mm,John Jacobs,JJ E13573,3500,3500,eyeframe,1265,8177,5.0,3,JJBOGO,1285,False
977,212325,Grey,Medium,134 mm,Lenskart Air,LA E16348,1700,1700,eyeframe,0,1417,5.0,1,,1460,False
978,134861,Transparent,Medium,134 mm,John Jacobs,JJ E11723,3500,3500,eyeframe,3717,12001,4.5,102,JJBOGO,224,False
979,209287,Brown,Wide,142 mm,Vincent Chase Polarized,VC S15747,1500,1500,sunglasses,0,1460,0.0,,VCSUN,721,False
980,211526,Black,Wide,140 mm,Vincent Chase,VC E16199,1700,1700,eyeframe,0,1559,0.0,,VCEYE,528,False
981,212048,Blue,8-12 yrs,131 mm,Hooper,LK S16246,2000,2000,sunglasses,0,1942,0.0,,VCEYE,117,False
982,216884,Blue,Extra Wide,142 mm,John Jacobs,JJ S16885,6000,6000,sunglasses,0,389,0.0,,JJSUN,313,False
983,149174,Black,Narrow,130 mm,Lenskart Blu,LB E14131,2000,2000,non_power_reading,13339,19771,4.5,90,LKBLUCE,19,False
984,210401,Black,Narrow,135 mm,Vincent Chase,VC S11113-M,2000,2000,sunglasses,0,1577,0.0,,VCSUN,1550,False
985,212332,Sky Blue,Medium,137 mm,Lenskart Air,LA E16350,1700,1700,eyeframe,0,1332,0.0,,,1095,False
986,215361,Black,Medium,136 mm,Vincent Chase,VC E16649,1700,1700,eyeframe,0,896,0.0,,VCEYE,1307,False
987,144918,Gold,Medium,137 mm,John Jacobs,JJ E13584,3500,3500,eyeframe,611,6397,4.75,4,JJBOGO,307,False
988,150160,Grey Transparent,Wide,138 mm,Lenskart Blu,LB E14284,1500,1500,non_power_reading,0,2556,4.5,8,LKBLUCE,396,False
989,211209,Blue,Narrow,133 mm,Vincent Chase,VC E10425,1700,1700,eyeframe,0,1500,0.0,,,638,False
990,201673,Black,Extra Wide,150 mm,John Jacobs,JJ S14982,5000,5000,sunglasses,0,1206,0.0,,JJSUN,48,False
991,213144,Black,Wide,141 mm,John Jacobs,JJ S16502,6000,6000,sunglasses,0,775,0.0,,JJSUN,776,False
992,213206,Gold,Narrow,132 mm,Vincent Chase,VC S16526,2000,2000,sunglasses,0,1430,0.0,,VCSUN,163,False
993,216890,Tortoise,Wide,140 mm,John Jacobs,JJ S16896,6000,6000,sunglasses,0,382,0.0,,JJSUN,617,False
994,148398,Silver,Wide,134 mm,John Jacobs,JJ S12471S,5000,5000,sunglasses,1015,6049,5.0,2,JJSUN,15,False
995,147262,Brown,Medium,136 mm,John Jacobs,JJ S13872,5000,5000,sunglasses,1769,4964,5.0,3,JJSUN,780,False
996,201451,Brown,Medium,137 mm,John Jacobs,JJ E13594,3500,3500,eyeframe,0,854,4.65,3,JJBOGO,320,False
997,209293,Gunmetal,Medium,139 mm,Vincent Chase Polarized,VC S15749,1500,1500,sunglasses,0,1381,0.0,,VCSUN,825,False
998,209685,Silver,Narrow,133 mm,John Jacobs,JJ E15826,3500,3500,eyeframe,0,2368,0.0,,JJBOGO,135,False
999,211459,Gunmetal,Narrow,132 mm,Lenskart Air,LA E16174,1700,1700,eyeframe,0,1965,0.0,,VCEYE,100,False
1000,131878,Gunmetal,Medium,137 mm,John Jacobs,JJ T5379,5000,5000,eyeframe,1190,22690,4.55,59,JJEYE,551,False
1001,215977,Grey,Medium,137 mm,Vincent Chase Polarized,VC S16752,2000,2000,sunglasses,0,565,0.0,,VCSUN,1356,False
1002,216584,Greystone,Extra Narrow,125 mm,Lenskart Hustlr,HP E15011,1700,1700,eyeframe,0,1623,5.0,1,LKBLUCE,1085,False
1003,211510,Gold,Medium,136 mm,Vincent Chase,VC E16190,1700,1700,eyeframe,0,1150,0.0,,VCEYE,790,False
1004,211603,Gold,Narrow,132 mm,Lenskart Air,LA E16205,3000,3000,eyeframe,0,1370,0.0,,VCEYE,1139,False
1005,205964,Gold Black,Wide,140 mm,John Jacobs,JJ E15285,5000,5000,eyeframe,0,5810,0.0,,JJEYE,282,False
1006,212031,Grey,5-8 yrs,120 mm,Hooper,LK E16274,2000,2000,eyeframe,0,2198,0.0,,,12,False
1007,213654,Black,8-12 yrs,126 mm,Hooper,HP S16590M,1000,1000,sunglasses,0,834,0.0,,HOOPERSUN,268,False
1008,215247,Brown,Wide,141 mm,John Jacobs,JJ E16617,5000,5000,eyeframe,0,395,0.0,,,652,False
1009,145909,Grey,Narrow,132 mm,John Jacobs,JJ E13671,5000,5000,eyeframe,2713,12171,0.0,,JJEYE,803,False
1010,208166,Brown,Extra Wide,143 mm,John Jacobs,JJ S15567,6000,6000,sunglasses,0,1516,3.0,3,JJSUN,182,False
1011,211285,Transparent,Wide,141 mm,John Jacobs,JJ E16147,3500,3500,eyeframe,0,1797,0.0,,JJBOGO,1285,False
1012,207991,Black,Extra Wide,142 mm,Vincent Chase,VC E13496,1700,1700,eyeframe,0,598,4.65,63,VCEYE,26,False
1013,209358,Blue,Wide,141 mm,Vincent Chase Polarized,VC S15770,1500,1500,sunglasses,0,1580,0.0,,VCSUN,89,False
1014,210505,Green,Narrow,133 mm,Vincent Chase,VC E13451,1700,1700,eyeframe,0,912,0.0,,VCEYE,595,False
1015,211202,Navy,Extra Narrow,128 mm,Vincent Chase,VC E13394,1700,1700,eyeframe,0,1934,0.0,,VCEYE,303,False
1016,211279,Gunmetal,Medium,138 mm,Vincent Chase,VC S14507-M,2000,2000,sunglasses,0,2264,0.0,,VCSUN,483,False
1017,211471,Blue,Narrow,132 mm,Lenskart Air,LA E16174,1700,1700,eyeframe,0,1937,0.0,,VCEYE,150,False
1018,209679,Silver,Narrow,132 mm,John Jacobs,JJ E15824,3500,3500,eyeframe,0,1720,0.0,,JJEYE,376,False
1019,210626,Gold,Extra Wide,142 mm,Vincent Chase,VC E16001,1700,1700,eyeframe,0,1200,0.0,,VCEYE,830,False
1020,211217,Grey,Wide,139 mm,Vincent Chase,VC E14039,1700,1700,eyeframe,0,1806,0.0,,VCEYE,607,False
1021,211423,Black,Medium,136 mm,Lenskart Air,LA E16160,1700,1700,eyeframe,0,1574,0.0,,VCEYE,1279,False
1022,215741,Tortoise,Wide,141 mm,John Jacobs,JJ E16683,5000,5000,eyeframe,0,397,0.0,,JJBOGO,1096,False
1023,215254,Grey,Extra Wide,143 mm,John Jacobs,JJ E16620,5000,5000,eyeframe,0,395,0.0,,JJBOGO,1452,False
1024,215396,Yellow,Narrow,132 mm,Vincent Chase,VC E16670,1700,1700,eyeframe,0,895,0.0,,VCEYE,893,False
1025,205372,Black,Narrow,132 mm,Vincent Chase,VC E15175,1700,1700,eyeframe,0,3865,5.0,1,VCEYE,360,False
1026,138261,Gold,Wide,140 mm,John Jacobs,JJ S13087,6000,6000,sunglasses,362,7664,4.5,6,JJSUN,1416,False
1027,215981,Green,Wide,141 mm,Vincent Chase Polarized,VC S16754,2000,2000,sunglasses,0,477,0.0,,VCSUN,1204,False
1028,113125,Brown,Narrow,130 mm,John Jacobs,JJ E10007,3500,3500,eyeframe,1812,29490,4.15,108,JJBOGO,480,False
1029,213230,Silver,Medium,138 mm,Vincent Chase,VC S16535,1500,1500,sunglasses,0,897,0.0,,VCSUN,640,False
1030,210546,Black,Extra Wide,142 mm,Vincent Chase,VC E15986,1700,1700,eyeframe,0,1679,0.0,,VCEYE,281,False
1031,215362,Blue,Medium,136 mm,Vincent Chase,VC E16649,1700,1700,eyeframe,0,832,0.0,,VCEYE,857,False
1032,211206,Black,Medium,134 mm,Vincent Chase,VC E13757,1700,1700,eyeframe,0,1978,0.0,,VCEYE,330,False
1033,212012,Blue,8-12 yrs,129 mm,Hooper,LK E16255,2000,2000,eyeframe,0,1881,0.0,,HOOPEREYE,113,False
1034,215260,Green,Wide,139 mm,John Jacobs,JJ E16623,5000,5000,eyeframe,0,400,0.0,,,537,False
1035,138266,Gold,Extra Wide,143 mm,John Jacobs,JJ S13090,6000,6000,sunglasses,791,6842,4.85,9,JJSUN,166,False
1036,211390,Green,Narrow,132 mm,Lenskart Air,LA E16156,1700,1700,eyeframe,0,1574,0.0,,VCEYE,381,False
1037,138257,Black,Medium,136 mm,John Jacobs,JJ S13085,3500,3500,sunglasses,578,5137,5.0,7,JJSUN,78,False
1038,143359,Gold,Narrow,131 mm,John Jacobs,JJ E13470,3500,3500,eyeframe,1061,5785,4.05,11,JJBOGO,607,False
1039,200910,Gold,Medium,136 mm,Vincent Chase Online,VC E14893,1700,1700,eyeframe,0,4503,4.85,14,VCEYE,73,False
1040,209708,Grey,Medium,136 mm,Vincent Chase,VC E15831,1700,1700,eyeframe,0,2820,0.0,,VCEYE,387,False
1041,211181,Green,Narrow,130 mm,John Jacobs,JJ E16112,5000,5000,eyeframe,0,1568,0.0,,JJBOGO,651,False
1042,212602,Grey,Medium,136 mm,Vincent Chase Polarized,VC S15527,2000,2000,sunglasses,0,1361,0.0,,,971,False
1043,215368,Black,Medium,135 mm,Vincent Chase,VC E16652,1700,1700,eyeframe,0,879,0.0,,VCEYE,1283,False
1044,137919,Brown,Narrow,130 mm,John Jacobs,JJ E13024,3500,3500,eyeframe,1582,15882,4.6,36,JJBOGO,1362,False
1045,206147,Gold Black,Extra Wide,143 mm,John Jacobs,JJ S15328,6000,6000,sunglasses,0,4623,0.0,,JJSUN,17,False
1046,213501,Silver,Medium,136 mm,John Jacobs,JJ E16576,5000,5000,eyeframe,0,341,0.0,,JJBOGO,566,False
1047,209714,Black,Medium,136 mm,Vincent Chase,VC E15833,1700,1700,eyeframe,0,2777,0.0,,VCEYE,76,False
1048,212323,Purple,Medium,134 mm,Lenskart Air,LA E16347,1700,1700,eyeframe,0,1240,0.0,,,1132,False
1049,212909,Silver,Medium,137 mm,Vincent Chase Polarized,VC S16467,2000,2000,sunglasses,0,1510,0.0,,VCSUN,3,False
1050,137374,Black,Extra Wide,143 mm,John Jacobs,JJ T18520,5000,5000,eyeframe,2879,14289,4.6,28,JJBOGO,446,False
1051,150869,Black,Wide,139 mm,John Jacobs,JJ E14413,3500,3500,eyeframe,0,7706,4.25,4,JJEYE,400,False
1052,209303,Brown,Wide,143 mm,Vincent Chase Polarized,VC S15754,1500,1500,sunglasses,0,1594,0.0,,VCSUN,17,False
1053,213111,Black,Medium,137 mm,Lenskart Air,LA E16494,3000,3000,eyeframe,0,1274,0.0,,VCEYE,817,False
1054,144919,Silver,Medium,137 mm,John Jacobs,JJ E13584,3500,3500,eyeframe,907,10491,4.75,4,JJBOGO,676,False
1055,208883,Transparent,8-12 yrs,126 mm,Hooper,HP E10031L,1000,1000,eyeframe,0,2188,5.0,2,HOOPEREYE,2329,False
1056,209689,Gold,Wide,140 mm,John Jacobs,JJ E15828,3500,3500,eyeframe,0,1420,0.0,,JJEYE,722,False
1057,211222,Green,Medium,136 mm,Vincent Chase,VC E14208,1700,1700,eyeframe,0,1555,0.0,,VCEYE,578,False
1058,217532,Gold,Extra Wide,146 mm,Vincent Chase Polarized,VC 5158/P,1500,1500,sunglasses,0,753,0.0,,VCSUN,789,False
1059,201537,Green,Medium,134 mm,Lenskart Air Online,LA E11483,1700,1700,eyeframe,0,3704,4.7,114,VCEYE,666,False
1060,206830,Blue,Medium,137 mm,Lenskart Air,LA E15418,1700,1700,eyeframe,0,3038,4.5,4,VCEYE,413,False
1061,211018,Transparent,8-12 yrs,127 mm,Hooper,HP S16088,1000,1000,sunglasses,0,1359,0.0,,HOOPERSUN,809,False
1062,211712,Tortoise,Wide,140 mm,John Jacobs,JJ S11089,5000,5000,sunglasses,0,927,0.0,,JJSUN,916,False
1063,209690,Silver,Wide,140 mm,John Jacobs,JJ E15828,3500,3500,eyeframe,0,1533,0.0,,JJBOGO,1146,False
1064,211464,Gunmetal,Medium,137 mm,Lenskart Air,LA E16177,1700,1700,eyeframe,0,911,0.0,,VCEYE,1176,False
1065,215752,Purple,Extra Wide,144 mm,John Jacobs,JJ E16688,5000,5000,eyeframe,0,387,0.0,,JJBOGO,997,False
1066,215965,Grey,Wide,143 mm,Vincent Chase Polarized,VC S16748,2000,2000,sunglasses,0,563,0.0,,VCSUN,1105,False
1067,217191,Brown,Medium,137 mm,Lenskart STUDIO,LS E15666,1700,1700,eyeframe,0,1609,0.0,,,395,False
1068,137913,Brown,Medium,137 mm,John Jacobs,JJ E13022,3500,3500,eyeframe,955,6000,4.2,13,JJBOGO,263,False
1069,149137,Black,Medium,136 mm,John Jacobs,JJ E14123,3500,3500,eyeframe,193,7342,4.85,14,JJBOGO,584,False
1070,151493,Red,Narrow,133 mm,Lenskart Blu,LB E14521,2000,2000,non_power_reading,29,2082,4.7,14,LKBLUCE,984,False
1071,211533,Blue,Narrow,133 mm,Vincent Chase,VC E16202,1700,1700,eyeframe,0,1418,0.0,,VCEYE,469,False
1072,200279,Black,Medium,135 mm,Lenskart Blu,LB E14791,1500,1500,non_power_reading,0,6214,4.7,7,LKBLUCE,389,False
1073,201245,Tortoise,Wide,138 mm,Vincent Chase Online,VC E13499,1700,1700,eyeframe,0,3403,4.65,100,VCEYE,1148,False
1074,201302,Brown,Wide,141 mm,Vincent Chase Online,VC E12395,1700,1700,eyeframe,0,4405,4.7,31,VCEYE,300,False
1075,204142,Midnight Blue,Extra Narrow,125 mm,Lenskart Hustlr,HP E15011,1700,1700,eyeframe,0,8859,4.65,13,HOOPEREYE,838,False
1076,208206,Gold,Narrow,132 mm,Vincent Chase Online,VC E15582,1700,1700,eyeframe,0,1799,4.15,6,VCEYE,265,False
1077,217446,Turquoise,Medium,139 mm,Lenskart Hustlr,LA E15417-W,1700,1700,eyeframe,0,635,0.0,,LKBLUCE,117,False
1078,152668,Gunmetal,Narrow,132 mm,John Jacobs,JJ E14687,5000,5000,eyeframe,45,7110,5.0,3,JJEYE,324,False
1079,206522,Black,Medium,136 mm,John Jacobs,JJ E13914,5000,5000,eyeframe,0,2482,5.0,3,JJEYE,177,False
1080,212049,Black,8-12 yrs,128 mm,Hooper,LK S16247,2000,2000,sunglasses,0,1806,0.0,,VCEYE,23,False
1081,215261,Pink,Medium,134 mm,John Jacobs,JJ E16624,5000,5000,eyeframe,0,360,0.0,,JJBOGO,423,False
1082,212072,Black,Narrow,133 mm,John Jacobs,JJ E16286,3500,3500,eyeframe,0,679,0.0,,JJEYE,36,False
1083,212906,Gold,Medium,137 mm,Vincent Chase Polarized,VC S16467,2000,2000,sunglasses,0,1466,0.0,,VCSUN,183,False
1084,150103,Black,Wide,139 mm,John Jacobs,JJ E14278,5000,5000,eyeframe,0,2650,4.3,3,JJEYE,650,False
1085,205546,Black,Medium,137 mm,Vincent Chase Online,VC E15217,1700,1700,eyeframe,0,4352,4.0,1,VCEYE,405,False
1086,215249,Tortoise,Wide,142 mm,John Jacobs,JJ E16618,5000,5000,eyeframe,0,419,0.0,,JJBOGO,1011,False
1087,135210,Silver,Wide,138 mm,John Jacobs,JJ S12503,3500,3500,sunglasses,1593,9662,4.65,16,JJSUN,580,False
1088,216703,Ocean Blue,Medium,139 mm,Lenskart Hustlr,LB E14058-W,1700,1700,non_power_reading,0,1324,0.0,,VCEYE,55,False
1089,211456,Black,Narrow,133 mm,Lenskart Air,LA E16172,1700,1700,eyeframe,0,1838,0.0,,VCEYE,450,False
1090,146477,Black,Wide,138 mm,John Jacobs,JJ E13747,5000,5000,eyeframe,1113,7627,4.5,2,JJBOGO,804,False
1091,212736,Transparent,Medium,137 mm,John Jacobs,JJ E16436,5000,5000,eyeframe,0,541,0.0,,JJBOGO,1908,False
1092,137797,Brown,Narrow,133 mm,John Jacobs,JJ E13004,3500,3500,eyeframe,1490,6999,4.25,22,JJBOGO,1069,False
1093,213660,Green,8-12 yrs,127 mm,Hooper,HP S16592L,1000,1000,sunglasses,0,755,0.0,,HOOPERSUN,333,False
1094,151012,Grey,Extra Wide,143 mm,John Jacobs,JJ S14446,7000,7000,sunglasses,250,6202,4.6,8,JJSUN,10,False
1095,212022,Blue,5-8 yrs,124 mm,Hooper,LK E16265,2000,2000,eyeframe,0,2014,0.0,,,26,False
1096,212894,Silver,Narrow,134 mm,Vincent Chase Polarized,VC S16463,2000,2000,sunglasses,0,1449,0.0,,VCSUN,57,False
1097,216844,Black,Wide,139 mm,John Jacobs,JJ E16887,5000,5000,eyeframe,0,467,0.0,,JJBOGO,157,False
1098,206971,Military Green	,Medium,139 mm,Lenskart Hustlr,LB E14058-W,1700,1700,non_power_reading,0,8681,4.7,36,LKBLUCE,14,False
1099,216847,Black,Wide,141 mm,John Jacobs,JJ E16888,5000,5000,eyeframe,0,454,0.0,,JJEYE,368,False
1100,210279,Purple,Narrow,131 mm,Vincent Chase,VC E11803,1700,1700,eyeframe,0,870,0.0,,VCEYE,1611,False
1101,210240,Transparent,Wide,138 mm,John Jacobs,JJ S15908,6000,6000,sunglasses,0,868,0.0,,JJSUN,186,False
1102,216854,Grey,Wide,140 mm,John Jacobs,JJ E16890,5000,5000,eyeframe,0,394,0.0,,JJEYE,299,False
1103,213290,Gunmetal,Wide,141 mm,Vincent Chase Polarized,VC S16560,1500,1500,sunglasses,0,742,0.0,,VCSUN,389,False
1104,213296,Gunmetal,Medium,139 mm,Vincent Chase Polarized,VC S16561,1500,1500,sunglasses,0,785,0.0,,VCSUN,358,False
1105,130815,Black,Wide,142 mm,Vincent Chase Polarized,VC S11167,1500,1500,sunglasses,10177,24405,4.65,96,VCSUN,511,False
1106,148353,Black,Narrow,132 mm,Lenskart Air,LA E10592-S,1700,1700,eyeframe,3963,18609,4.7,42,VCEYE,4941,False
1107,211607,Black,Medium,136 mm,Lenskart Air,LA E16207,3000,3000,eyeframe,0,1418,0.0,,VCEYE,1068,False
1108,212891,Black,Narrow,134 mm,Vincent Chase Polarized,VC S16462,2000,2000,sunglasses,0,1592,0.0,,VCSUN,49,False
1109,205565,Blue,Medium,139 mm,Vincent Chase Online,VC S15215,1500,1500,sunglasses,0,1043,5.0,2,VCSUN,8,False
1110,212108,Silver,Medium,134 mm,John Jacobs,JJ E16287,3500,3500,eyeframe,0,988,0.0,,JJEYE,89,False
1111,215421,Black,Narrow,132 mm,Lenskart Air,LA E16648,1700,1700,eyeframe,0,1089,0.0,,VCEYE,1452,False
1112,131447,Gunmetal,Medium,136 mm,John Jacobs,JJ E11687,3500,3500,eyeframe,7713,21748,4.6,101,JJBOGO,425,False
1113,147661,Silver,Wide,138 mm,John Jacobs,JJ S12503,5000,5000,sunglasses,570,4468,4.65,16,JJSUN,692,False
1114,211224,Black,Narrow,132 mm,Vincent Chase,VC E14209,1700,1700,eyeframe,0,1593,0.0,,VCEYE,1195,False
1115,212814,Black,Wide,143 mm,Lenskart Boost,LKB S16443,2000,2000,sunglasses,0,1846,0.0,,VCSUN,10,False
1116,213114,Silver,Medium,137 mm,Lenskart Air,LA E16495,3000,3000,eyeframe,0,1146,0.0,,VCEYE,333,False
1117,213220,Silver,Medium,136 mm,Vincent Chase,VC S16531,2000,2000,sunglasses,0,901,0.0,,VCSUN,264,False
1118,216864,Brown,Wide,140 mm,John Jacobs,JJ E16894,5000,5000,eyeframe,0,353,0.0,,JJEYE,578,False
1119,216875,Green,Extra Wide,143 mm,John Jacobs,JJ S16881,6000,6000,sunglasses,0,347,0.0,,JJSUN,625,False
1120,134575,Silver,Medium,134 mm,John Jacobs,JJ E12341,5000,5000,eyeframe,2334,12222,4.1,21,JJBOGO,201,False
1121,208757,Green,Medium,134 mm,Fossil,FOS 7155/G,7000,7000,eyeframe,0,1637,0.0,,VCEYE,33,False
1122,211473,Silver,Medium,138 mm,Vincent Chase Polarized,VC S16179,2000,2000,sunglasses,0,1593,0.0,,VCSUN,532,False
1123,212356,Black,Extra Wide,145 mm,John Jacobs,JJ E16354,5000,5000,eyeframe,0,1222,0.0,,,241,False
1124,215976,Tortoise,Medium,137 mm,Vincent Chase Polarized,VC S16752,2000,2000,sunglasses,0,531,0.0,,VCSUN,1547,False
1125,216870,Tortoise,Wide,140 mm,John Jacobs,JJ S16879,6000,6000,sunglasses,0,352,0.0,,JJSUN,359,False
1126,149152,Pink,Medium,137 mm,John Jacobs,JJ E14128,5000,5000,eyeframe,154,6687,4.9,10,JJBOGO,312,False
1127,210771,Blue,Narrow,131 mm,Lenskart Air,LA E16026,1700,1700,eyeframe,0,1801,0.0,,VCEYE,400,False
1128,213145,Tortoise,Wide,141 mm,John Jacobs,JJ S16502,6000,6000,sunglasses,0,798,0.0,,JJSUN,708,False
1129,216873,Maroon,Wide,141 mm,John Jacobs,JJ S16880,6000,6000,sunglasses,0,349,0.0,,JJSUN,328,False
1130,131882,Black,Wide,138 mm,John Jacobs,JJ T18522,5000,5000,eyeframe,2329,13824,4.4,39,JJBOGO,953,False
1131,212334,Brown,Medium,136 mm,Lenskart Air,LA E16351,1700,1700,eyeframe,0,737,0.0,,,1275,False
1132,212898,Gold,Medium,136 mm,Vincent Chase Polarized,VC S16464,2000,2000,sunglasses,0,1029,0.0,,VCSUN,237,False
1133,215342,Tortoise,Wide,141 mm,John Jacobs,JJ S16635,5000,5000,sunglasses,0,388,0.0,,JJSUN,355,False
1134,211015,Yellow,8-12 yrs,126 mm,Hooper,HP S16087,1000,1000,sunglasses,0,1363,0.0,,HOOPERSUN,585,False
1135,211486,White,Wide,145 mm,Vincent Chase,VC S16182,2000,2000,sunglasses,0,2362,0.0,,VCSUN,78,False
1136,216865,Black,Extra Wide,142 mm,John Jacobs,JJ E16895,5000,5000,eyeframe,0,367,0.0,,JJEYE,123,False
1137,216881,Black,Extra Wide,142 mm,John Jacobs,JJ S16884,6000,6000,sunglasses,0,293,0.0,,JJSUN,427,False
1138,216887,Tortoise,Wide,140 mm,John Jacobs,JJ S16886,6000,6000,sunglasses,0,325,0.0,,JJSUN,401,False
1139,152411,Pink,8-12 yrs,125 mm,Hooper Computer Glasses,HP D10042L,1500,1500,non_power_reading,0,1748,5.0,2,HOOPERKIDSCE,22,False
1140,210627,Blue,Extra Wide,142 mm,Vincent Chase,VC E16001,1700,1700,eyeframe,0,994,0.0,,VCEYE,1163,False
1141,213657,Black,5-8 yrs,124 mm,Hooper,HP S16591L,1000,1000,sunglasses,0,710,0.0,,HOOPERSUN,387,False
1142,138249,Blue,Extra Wide,142 mm,John Jacobs,JJ S13082,5000,5000,sunglasses,1018,6227,4.85,7,JJSUN,906,False
1143,148407,Gold,Narrow,133 mm,John Jacobs,JJ S12472 S,5000,5000,sunglasses,987,3829,0.0,,JJSUN,34,False
1144,201534,Green Transparent,Medium,134 mm,Lenskart Air,LA E11481,1700,1700,eyeframe,0,5013,4.6,76,VCEYE,1055,False
1145,213351,Silver,Extra Narrow,129 mm,Lenskart Air,LA E16564,1700,1700,eyeframe,0,310,0.0,,VCEYE,1288,False
1146,149879,Blue,5-8 yrs,120 mm,Hooper,HP E10084,1000,1000,eyeframe,87,8344,4.1,7,HOOPEREYE,708,False
1147,152666,Black,Narrow,133 mm,John Jacobs,JJ E14686,5000,5000,eyeframe,49,3224,4.0,3,JJEYE,239,False
1148,213665,Orange,5-8 yrs,124 mm,Hooper,HP S16593L,1000,1000,sunglasses,0,892,0.0,,HOOPERSUN,265,False
1149,137376,Black,Medium,135 mm,John Jacobs Online,JJ E11686,3500,3500,eyeframe,3700,11500,4.45,141,JJBOGO,299,False
1150,208090,Black,Medium,137 mm,John Jacobs,JJ S13085,5000,5000,sunglasses,0,1138,5.0,7,JJSUN,424,False
1151,212011,Blue,5-8 yrs,122 mm,Hooper,LK E16254,2000,2000,eyeframe,0,1675,0.0,,,190,False
1152,212358,Gold,Wide,140 mm,John Jacobs,JJ E16355,5000,5000,eyeframe,0,1490,0.0,,,51,False
1153,213633,Purple,5-8 yrs,120 mm,Hooper,HP E15084M,1000,1000,eyeframe,0,868,0.0,,HOOPEREYE,650,False
1154,138877,Transparent,Wide,139 mm,Lenskart Blu,LB E13533,2000,2000,non_power_reading,16882,31890,4.45,140,LKBLUCE,1757,False
1155,148300,Transparent,Extra Narrow,128 mm,John Jacobs,JJ E14008XS,3500,3500,eyeframe,914,6150,4.65,9,JJBOGO,226,False
1156,148416,Silver,Extra Narrow,128 mm,John Jacobs,JJ S12807S,5000,5000,sunglasses,1983,3587,0.0,,JJSUN,946,False
1157,201423,Gunmetal,Medium,140 mm,John Jacobs,JJ E13552,3500,3500,eyeframe,0,1576,0.0,,,955,False
1158,148037,Grey,Medium,140 mm,Vincent Chase Polarized,VC S13972,2000,2000,sunglasses,1649,7979,4.75,17,VCSUN,7954,False
1159,212053,Black,8-12 yrs,128 mm,Hooper,LK S16249,2000,2000,sunglasses,0,1547,0.0,,VCEYE,51,False
1160,213656,Blue,8-12 yrs,126 mm,Hooper,HP S16590M,1000,1000,sunglasses,0,681,0.0,,HOOPERSUN,426,False
1161,136120,Gold,Wide,140 mm,John Jacobs,JJ E12743,5000,5000,eyeframe,2301,9121,4.7,40,JJBOGO,606,False
1162,147675,Rose Gold,Wide,138 mm,John Jacobs,JJ S12472,5000,5000,sunglasses,204,5050,4.3,24,JJSUN,187,False
1163,212028,Grey,8-12 yrs,130 mm,Hooper,LK E16271,2000,2000,eyeframe,0,1719,5.0,1,HOOPEREYE,223,False
1164,213640,Purple,5-8 yrs,124 mm,Hooper,HP E15084L,1000,1000,eyeframe,0,880,0.0,,HOOPEREYE,506,False
1165,210552,Yellow Transparent,Wide,139 mm,Vincent Chase,VC E15989,1700,1700,eyeframe,0,1359,5.0,1,VCEYE,206,False
1166,213661,Black,8-12 yrs,127 mm,Hooper,HP S16592L,1000,1000,sunglasses,0,862,0.0,,HOOPERSUN,269,False
1167,215390,Green,Narrow,133 mm,Vincent Chase,VC E16666,1700,1700,eyeframe,0,548,0.0,,VCEYE,1258,False
1168,215417,Brown,Wide,139 mm,Lenskart Air,LA E16646,1700,1700,eyeframe,0,1133,0.0,,VCEYE,2419,False
1169,217443,Turquoise,Medium,139 mm,Lenskart Hustlr,LB E14058-W,1700,1700,non_power_reading,0,382,0.0,,LKSHARK,2964,False
1170,211509,Silver,Medium,136 mm,Vincent Chase,VC E16190,1700,1700,eyeframe,0,1003,3.0,1,VCEYE,981,False
